id,nome,originalPais,currentPais,lat,lon,nearestCity,nearestCc,distKm,hotelCount
24479,"Athenry",AU,IE,53.29919,-8.74683,"Loughrea",IE,16.5,11
24481,"Huxi",TW,CN,29.179052,120.387146,"Ānwén",CN,14.2,31
24490,"Masset",CA,CA,54.012447,-132.14522,"Ketchikan",US,151.2,23
24555,"On the trail of Alexander the Great",GR,ZA,-26.262312,27.996586,"Johannesburg",ZA,8.2,29
24667,"Marjayoun",FR,LB,33.359253,35.590214,"Kfar Kila",LB,9.8,6
24880,"Quirindi",AU,TZ,-10.613341,40.56546,"Madimba",TZ,34.7,38
24908,"West Interlake",CA,ES,28.05203,-16.71774,"Arona",ES,6.4,14
24943,"Dracula",AT,UA,45.524536,29.494045,"Shevchenkove",UA,12.9,2
25153,"Philosophy tourism",CH,ES,38.6783,0.08935,"Calp",ES,5.4,10
25171,"Redwater",CA,US,33.35818,-94.254364,"Wake Village",US,15.7,11
25227,"Campo Maior",PT,ES,39.38598,-7.1091623,"Valencia de Alcántara",ES,12.0,9
25252,"Norrbotten Megasystem",NO,PL,51.60964,15.8428,"Przemków",PL,10.0,9
25443,"Modhera",IN,EG,25.1625,34.26176,"Marsa Alam",EG,64.2,21
25478,"Louiseville",CA,AT,47.36746,12.7149,"Zell am See",AT,8.0,38
25757,"Mistaken Point Ecological Reserve",CA,ES,28.05203,-16.71774,"Arona",ES,6.4,1
25884,"Merikarvia",FI,FR,44.88349,1.64342,"Gourdon",FR,26.4,19
26056,"Voyages of Matthew Flinders",FR,ES,40.90781,-3.86213,"San Ildefonso",ES,12.2,8
26073,"Springbrook",AU,AU,10.22323,48.88367,"Bosaso",SO,122.4,8
26076,"San Fili",IT,FR,42.27808,9.77354,"Borgo",FR,41.9,27
26107,"Turkish TV series tourism",TR,IT,38.34854,15.89304,"Palmi",IT,3.8,40
26126,"Taman Mini Indonesia Indah",ID,DZ,36.01159,3.08254,"’Aïn Boucif",DZ,15.0,40
26221,"Vimpeli",FI,ES,40.34025,-1.76244,"Cuenca",ES,43.8,21
26230,"Kitee",FI,IT,45.66677,10.63721,"Toscolano Maderno",IT,3.8,6
26235,"Adaminaby",AU,IN,11.17206,77.66062,"Arachchalūr",IN,4.5,4
26238,"Karwendel Nature Park",AT,ES,42.8238,0.47658,"Vielha",ES,29.4,6
26326,"Goths",ES,MA,34.59258,-6.77622,"Mehdya",MA,38.6,7
26357,"Longue-Rive",CA,ES,38.6783,0.08935,"Calp",ES,5.4,23
26369,"Arctic wildlife",RU,RU,42.93859,33.70214,"İnebolu",TR,106.8,12
26389,"Swedish Grace tour",SE,ES,39.36046,-5.9071,"Trujillo",ES,11.0,27
26460,"Voyages of Ibn Battuta",CN,AF,34.21105,61.94619,"Chahār Burj",AF,22.9,42
26484,"Tzoumerka National Park",GR,ES,39.0379,2.54596,"Son Ferrer",ES,51.2,35
26532,"Monk's Cowl Nature Reserve",ZA,NE,14.52517,0.48702,"Bankilaré",NE,26.4,12
26578,"Marktl",DE,FR,45.50639,5.58649,"La Tour-du-Pin",FR,12.9,12
26697,"Ingonish",CA,US,48.46446,-101.05609,"Minot Air Force Base",US,21.4,8
26713,"Maydena",AU,ES,42.45544,-8.80825,"Meaño",ES,2.4,4
26862,"Hartola",SE,FR,48.34148,3.23705,"Sens",FR,16.4,9
26899,"Föglö",FI,US,36.13732,-86.69992,"Nashville",US,8.2,9
26901,"Lemland",FI,FI,60.07,20.085,"Mariehamn",AX,8.9,12
27079,"Palizada",FR,IT,39.25546,9.57326,"Quartu Sant'Elena",IT,28.0,10
27088,"Václav Havel Airport Prague",TR,IT,38.45095,11.98581,"Trapani",IT,68.1,23
27122,"Vikersund",NO,IT,46.47501,9.80798,"Sondrio",IT,34.4,5
27123,"Waipoua Forest",NZ,UA,48.65811,23.28091,"Volovets",UA,9.2,7
27180,"Board games",DE,DE,44.35734,-3.2859,"Santoña",ES,102.5,7
27190,"Mikulov",CZ,ES,38.6783,0.08935,"Calp",ES,5.4,19
27350,"Sauris",IT,ES,38.9521,0.77396,"Sant Antoni de Portmany",ES,45.9,7
27456,"Šilutė",DE,ES,38.67878,0.09787,"Teulada",ES,5.7,3
27470,"Atlasov Island",RU,IT,40.34533,15.79876,"Sala Consilina",IT,18.6,4
27614,"Fort Fairfield",CA,ES,41.91677,-8.7763405,"O Rosal",ES,5.4,9
27751,"Figari",FR,IT,44.26076,6.98466,"Dronero",IT,37.6,14
27901,"Theatre",GR,ES,38.81738,-6.04939,"Guareña",ES,6.4,10
27952,"Frómista",ES,MA,33.53189,-7.5999,"Casablanca",MA,6.4,3
27963,"Temora",AU,AU,22.71872,43.92875,"Afif",SA,167.7,7
28100,"Northeast Tyrol",AT,IT,47.211445,11.97688,"Valle Aurina - Ahrntal",IT,23.9,6
28117,"Swedish canon",SE,DE,53.13897,14.2816,"Schwedt (Oder)",DE,8.8,25
28122,"Hapcheon",KR,ES,38.56288,1.68172,"Ibiza",ES,44.1,40
28147,"Goheung",KR,AF,36.99697,69.12402,"Dasht-e Archī",AF,15.6,22
28286,"Thessalon",CA,US,48.71274,-99.57111,"Devils Lake",US,84.6,5
28432,"Heuvelland (Belgium)",BE,FR,50.767,2.817,"Bailleul",FR,6.7,13
28446,"Pelluhue",CL,ES,38.67878,0.09787,"Teulada",ES,5.7,7
