#,Nome do Hotel,Morada,Cidade,País,Latitude,Longitude,,
1,Hotel Ritsa,2 Leona Ave / Naberezhna Street,Sukhumi,Abecásia,42.9995,41.0246,,
38,Noema Mini-Hotel,"Ulitsa Kurortnaya, 2",Novii Afon,Abecásia,43.0900,40.8210,,
39,Gostevoy Dom Ritsa,"Ul. Generala Dbar, 99",Gagra,Abecásia,43.3200,40.2800,,
40,Hotel Art-Otel Astoriya,"Ulitsa Sayat-Nova, 16",Gagra,Abecásia,43.3185,40.2770,,
41,Laura - Kiparis Hotel,"Kiparisovaya alleya, d.4",Pitsunda,Abecásia,43.1570,40.3380,,
42,Kurort Pitsunda,"Ulitsa Gitsba, 5",Pitsunda,Abecásia,43.1587,40.3407,,
43,Pitsunda Hotel,2 Topolevaya Ulitsa,Pitsunda,Abecásia,43.1605,40.3407,,
44,Mini-Hotel Bungalow,"Nozadze ul., 58, Ldzaa",Pitsunda,Abecásia,43.1764,40.3729,,
45,Mini-Hotel Bambucha,11b Rechnaya,Pitsunda,Abecásia,43.1807,40.3855,,
46,Hotel Marina Porto Abrolhos,"Rua Leucio Siquara, 333, CEP 45900-000",Caravelas,Brasil,-17.7428,-39.2577,,
47,Pousada Corais de Abrolhos,"R. A Cdo Morada Do Grauca, 124",Caravelas,Brasil,-17.7450,-39.2590,,
48,Hotel Brisa dos Abrolhos,"Alcobaça, Bahia",Alcobaça,Brasil,-17.5200,-39.2000,,
49,Pontal do Pero,"Caravelas, Bahia",Caravelas,Brasil,-17.7440,-39.2580,,
50,Pousada Caravelas,"Caravelas, Bahia",Caravelas,Brasil,-17.7430,-39.2570,,
51,Pousada do Beco,"Caravelas, Bahia",Caravelas,Brasil,-17.7435,-39.2565,,
52,Pousada dos Navegantes,"Caravelas, Bahia",Caravelas,Brasil,-17.7425,-39.2575,,
53,Abrolhos Dive Inn,"Caravelas, Bahia",Caravelas,Brasil,-17.7422,-39.2560,,
54,Pousada Encanto Abrolhos,"Caravelas, Bahia",Caravelas,Brasil,-17.7418,-39.2555,,
55,Pousada Liberdade,"Caravelas, Bahia",Caravelas,Brasil,-17.7460,-39.2595,,
56,Pousada Abrolhos Sol a Mar,"Caravelas, Bahia",Caravelas,Brasil,-17.7415,-39.2550,,
57,Cantinho da Beth,"Caravelas, Bahia",Caravelas,Brasil,-17.7432,-39.2568,,
58,Pousada das Sereias,"Caravelas, Bahia",Caravelas,Brasil,-17.7442,-39.2582,,
59,Pousada Oliveiras,"Caravelas, Bahia",Caravelas,Brasil,-17.7438,-39.2574,,
60,Pousada Siriba,"Caravelas, Bahia",Caravelas,Brasil,-17.7420,-39.2558,,
61,Pousada Opa – O Paraíso É Aqui Abrolhos,"Caravelas, Bahia",Caravelas,Brasil,-17.7412,-39.2548,,
62,Hotel Obino Bagé,"Av. Sete de Setembro, 659",Bagé,Brasil,-31.3310,-54.1060,,
63,Hotel do Comércio,"Av. Sete de Setembro, 729",Bagé,Brasil,-31.3308,-54.1068,,
64,Hotel Villa De Carli,"Av. Gen. Artigas, 1261 - Tiaraju",Bagé,Brasil,-31.3322,-54.0894,,
65,Fenícia Hotel,"Rua Cel. Juvêncio Lemos, 45",Bagé,Brasil,-31.3283,-54.1060,,
66,Bagé City Hotel,"Centro de Bagé, próximo à Praça Carlos Telles",Bagé,Brasil,-31.3315,-54.1075,,
67,Hotel Candiota,"Av. 24 de Março, 640 - Candiota",Candiota,Brasil,-31.5583,-53.6766,,
68,Hotel Juana,"Ruta 8 Km 402, Melo, Cerro Largo",Melo,Uruguai,-32.3855,-54.1624,,
69,Posada Imperial,"Melo, Cerro Largo",Melo,Uruguai,-32.3700,-54.1700,,
70,Hotel Crown,"Batlle y Ordonez 609, Melo",Melo,Uruguai,-32.3725,-54.1685,,
71,Hotel Posada La Comandancia,"Melo, Cerro Largo",Melo,Uruguai,-32.3700,-54.1700,,
72,Hotel Virrey Pedro de Melo,"Gral. Justino Muniz 727, Melo",Melo,Uruguai,-32.3718,-54.1690,,
73,Howard Johnson Sierras Hotel y Casino Alta Gracia,Franchin 198,Alta Gracia,Argentina,-31.6498,-64.4297,,
74,Solares Hotel & Spa,"Blvd. Carlos Pellegrini, 797",Alta Gracia,Argentina,-31.6510,-64.4310,,
75,Hotel Ritz Alta Gracia,"Av. Belgrano, 292",Alta Gracia,Argentina,-31.6495,-64.4290,,
76,Alta Gracia Hotel Boutique,"Nicolás Avellaneda, 346",Alta Gracia,Argentina,-31.6494,-64.4292,,
77,Nuestra Señora de Altagracia Hotel Boutique,"Avellaneda, 346",Alta Gracia,Argentina,-31.6505,-64.4305,,
78,El Potrerillo de Larreta,Ruta Provincial 5,Alta Gracia,Argentina,-31.6700,-64.4500,,
79,Posada del Qenti,Camino al Qenti s/n,Alta Gracia,Argentina,-31.6600,-64.5000,,
80,Posada Mi Morada,"Alta Gracia, Córdoba",Alta Gracia,Argentina,-31.6500,-64.4295,,
81,Hostal Hispania,Córdoba 5186,Alta Gracia,Argentina,-31.6487,-64.4285,,
82,Hospedaje Covadonga,"Quintana, 285",Alta Gracia,Argentina,-31.6490,-64.4288,,
83,Mi Posada B&B,"Alta Gracia, Córdoba",Alta Gracia,Argentina,-31.6480,-64.4275,,
84,Posada Raíces del Carolino,"Alta Gracia, Córdoba",Alta Gracia,Argentina,-31.6480,-64.4275,,
85,Hostal Baudi,"Alta Gracia, Córdoba",Alta Gracia,Argentina,-31.6492,-64.4288,,
86,Quetzal Bed and Breakfast,"Alta Gracia, Córdoba",Alta Gracia,Argentina,-31.6488,-64.4282,,
87,Hostería El Viejo Molino,"Alta Gracia, Córdoba",Alta Gracia,Argentina,-31.6470,-64.4260,,
88,Maktub Alta Gracia,"Alta Gracia, Córdoba",Alta Gracia,Argentina,-31.6496,-64.4294,,
89,Bagan Hotel,"No.1 Main Road, Amarapura",Amarapura,Myanmar,21.9100,96.0550,,
90,Hilton Mandalay,"No.1, Junction of 26th & 66th St.",Mandalay,Myanmar,21.9588,96.0891,,
91,Mercure Mandalay Hill Resort,"No.9, Kwin 416B, 10th Street",Mandalay,Myanmar,21.9783,96.0883,,
92,Mingalar Mandalay Hotel,"No.44, Corner of 73rd & 28th St.",Mandalay,Myanmar,21.9730,96.0840,,
93,Yuan Sheng Hotel,"78th St., between 29th & 30th St.",Mandalay,Myanmar,21.9590,96.0870,,
94,Rupar Mandalar Resort,"No. A-15, Corner of 53rd & 30th St.",Mandalay,Myanmar,21.9585,96.0855,,
95,Ritz Grand Myanmar,"42nd St., between 60th & 62nd St.",Mandalay,Myanmar,21.9500,96.0700,,
96,Triumph Hotel Mandalay,"No.1, 26th (B) Road, 55th & 56th St.",Mandalay,Myanmar,21.9560,96.0810,,
97,Mandalay Lodge,"58th Street, between 22nd & 23rd Streets",Mandalay,Myanmar,21.9550,96.0800,,
98,The Home Hotel,Chan Aye Thar Zan Township,Mandalay,Myanmar,21.9600,96.0860,,
99,Dreamland Guesthouse,Mandalay,Mandalay,Myanmar,21.9580,96.0850,,
100,Hotel 82,Mandalay,Mandalay,Myanmar,21.9570,96.0840,,
101,Tiger One Hotel,Mandalay,Mandalay,Myanmar,21.9560,96.0830,,
102,Hotel Yadanarbon,Mandalay,Mandalay,Myanmar,21.9550,96.0820,,
103,Hotel 879 Living Hotel,Mandalay,Mandalay,Myanmar,21.9540,96.0810,,
104,Diamonds Inn Mandalay,Mandalay,Mandalay,Myanmar,21.9530,96.0800,,
105,Hotel Sahara,Mandalay,Mandalay,Myanmar,21.9520,96.0790,,
106,Hotel Aurora,Mandalay,Mandalay,Myanmar,21.9510,96.0780,,
107,Mandalay City Hotel,Mandalay,Mandalay,Myanmar,21.9500,96.0770,,
108,Smart Hotel,Mandalay,Mandalay,Myanmar,21.9490,96.0760,,
109,Hotel Apex,Mandalay,Mandalay,Myanmar,21.9480,96.0750,,
110,Peacock Lodge,Mandalay,Mandalay,Myanmar,21.9610,96.0890,,
111,Ayarwaddy River View Hotel,Mandalay,Mandalay,Myanmar,21.9620,96.0900,,
112,The Hotel Emperor,Mandalay,Mandalay,Myanmar,21.9630,96.0910,,
113,Cairo Marriott Hotel,"16 Saray El Gezira St., Zamalek",Cairo,Egito,30.0594,31.2234,,
114,Kempinski Nile Hotel,"12 Ahmed Ragheb St., Garden City",Cairo,Egito,30.0412,31.2263,,
115,Four Seasons Cairo at Nile Plaza,"1089 Corniche El Nil, Garden City",Cairo,Egito,30.0399,31.2252,,
116,Sofitel Cairo Nile El Gezirah,"3 El Thawra Council St., Zamalek",Cairo,Egito,30.0610,31.2210,,
117,Hilton Cairo Heliopolis,"Uruba St., Heliopolis",Cairo,Egito,30.0850,31.3350,,
118,The Nile Ritz-Carlton Cairo,"Tahrir Square, Downtown Cairo",Cairo,Egito,30.0444,31.2357,,
119,Fairmont Nile City Cairo,"Corniche El Nil, Ramlet Beaulac",Cairo,Egito,30.0650,31.2280,,
120,InterContinental Cairo Semiramis,"Corniche El Nil, Garden City",Cairo,Egito,30.0430,31.2270,,
121,Conrad Cairo,"1191 Corniche El Nil, Boulak",Cairo,Egito,30.0540,31.2310,,
122,The St. Regis Cairo,New Administrative Capital,Cairo,Egito,30.0200,31.7000,,
123,The Westin Cairo Golf Resort & Spa,"Katameya Dunes, New Cairo",Cairo,Egito,30.0100,31.4900,,
124,Sonesta Hotel Tower & Casino Cairo,Nasr City,Cairo,Egito,30.0620,31.3390,,
125,Safir Hotel Cairo,Cairo,Cairo,Egito,30.0570,31.2290,,
126,Mövenpick Resort Aswan,Elephantine Island,Assuão,Egito,24.0900,32.8990,,
127,Sofitel Legend Old Cataract Aswan,Abtal El Tahrir St.,Assuão,Egito,24.0849,32.8929,,
128,Nefertiti Hotel Amarna,"El-Tel El-Amarna, Minya",El Minya,Egito,27.6450,30.8900,,
129,Mercure Nefertiti & Aton,"Corniche El Nil, El Minya",El Minya,Egito,28.0890,30.7570,,
130,Nikko Hotel Guam,245 Gun Beach Rd,Tamuning,Guam (EUA),13.5085,144.7978,,
131,Dusit Thani Guam Resort,1227 Pale San Vitores Rd,Tumon,Guam (EUA),13.5130,144.7960,,
132,Hyatt Regency Guam,1155 Pale San Vitores Rd,Tumon,Guam (EUA),13.5120,144.7955,,
133,Westin Resort Guam,105 Gun Beach Rd,Tumon,Guam (EUA),13.5142,144.7975,,
134,Outrigger Guam Beach Resort,1255 Pale San Vitores Rd,Tumon,Guam (EUA),13.5128,144.7958,,
135,Pacific Islands Club Guam,210 Pale San Vitores Rd,Tumon,Guam (EUA),13.5115,144.7940,,
136,Hotel Aguaí,Rua XV de Novembro,Aguaí,Brasil,-22.0616,-46.9775,,
137,Pousada das Orquídeas,"Av. Brasil, 1200",Aguaí,Brasil,-22.0620,-46.9800,,
138,Hotel Al-Khums,Corniche Al-Khums,Al-Khums,Líbia,32.6486,14.2619,,
139,Al Batra Hotel Tripoli,Tripoli Centre,Trípoli,Líbia,32.8752,13.1875,,
140,Holiday Inn Guatemala City,"1a Ave. 13-22, Zona 10",Cidade da Guatemala,Guatemala,14.6100,-90.5133,,
141,Barceló Guatemala City,"7a Ave 15-45, Zona 9",Cidade da Guatemala,Guatemala,14.6050,-90.5120,,
142,Real InterContinental San José,"Av. 1ª, Escazú",San José,Costa Rica,9.9281,-84.1366,,
143,Hotel Sofitel Legend Santa Clara,"Calle del Torno, 39",Cartagena,Colômbia,10.4244,-75.5479,,
144,Mercure Cayenne,Rue Félix Eboué,Caiena,Guiana Francesa (França),4.9220,-52.3270,,
145,Hôtel des Roches,Av. du Général de Gaulle,Kourou,Guiana Francesa (França),5.1600,-52.6500,,
146,InterContinental Luanda Miramar,"Avenida Nehru nº 2, Sambizanga",Luanda,Angola,-8.8077,13.2527,,
147,EPIC SANA Luanda Hotel,Luanda,Luanda,Angola,-8.8100,13.2410,,
148,Hotel Alvalade,Luanda,Luanda,Angola,-8.8350,13.2340,,
149,Hotel Trópico,Luanda,Luanda,Angola,-8.8380,13.2930,,
150,Hotel Express,Luanda,Luanda,Angola,-8.8380,13.2340,,
151,Hotel Florença,Luanda,Luanda,Angola,-8.8380,13.2340,,
152,Hotel Diamante (Luanda),Luanda,Luanda,Angola,-8.8380,13.2340,,
153,Hotel Ritz Capital,Luanda,Luanda,Angola,-8.8380,13.2340,,
154,Protea Hotel by Marriott Luanda,Luanda,Luanda,Angola,-8.8110,13.2360,,
155,Hotel Kilimanjaro,Luanda,Luanda,Angola,-8.8300,13.2360,,
156,Maculusso Boutique Hotel,Luanda,Luanda,Angola,-8.8320,13.2340,,
157,Casas de Luanda GH-Alvalade,Luanda,Luanda,Angola,-8.8350,13.2340,,
158,Viana Hotel,"Estr. de Catete, Luanda",Luanda,Angola,-8.9055,13.3722,,
159,AC Hotel Luanda,"Camizunzo, Luanda",Luanda,Angola,-8.9231,13.1895,,
160,Flow Hotel Benguela,"Estrada Nacional 100, Bairro Nossa Senhora da Graça, Zona F",Benguela,Angola,-12.6025,13.3928,,
161,Ombaka Ritz,Benguela,Benguela,Angola,-12.5780,13.4070,,
162,Hotel Moibela,Benguela,Benguela,Angola,-12.5780,13.4070,,
163,Hotel Luso,Benguela,Benguela,Angola,-12.5780,13.4070,,
164,Aparthotel Mil Cidades,Benguela,Benguela,Angola,-12.5780,13.4070,,
165,Oceano Boutique Hotel,"Lobito, Benguela",Lobito,Angola,-12.3480,13.5460,,
166,Foz do Loge,Vila do Ambriz,Ambriz,Angola,-7.8570,13.1220,,
167,J. Martins Hotel,Rua principal da Vila do Ambriz,Ambriz,Angola,-7.8570,13.1220,,
168,Hotel Panguila,Ambriz / Bengo,Ambriz,Angola,-7.8570,13.1220,,
169,IU Hotel Ambriz,Ambriz / Bengo,Ambriz,Angola,-7.8570,13.1220,,
170,Casa Branca Hotel,Rua da Zona Industrial do Porto Amboim,Porto Amboim,Angola,-10.7260,13.7590,,
171,Hotel Marítimo,"Rua Viriato da Cruz, Porto Amboim",Porto Amboim,Angola,-10.7260,13.7590,,
172,Hotel Rochas,"Av. Dr. A. Agostinho Neto, Porto Amboim",Porto Amboim,Angola,-10.7260,13.7590,,
173,Hotel Complexo Residencial Quimbo,"Rua Comandante Kassange, Sumbe",Sumbe,Angola,-11.2060,13.8440,,
174,Hotel Kalunda,"Rua do Paiol, nº 14, Sumbe",Sumbe,Angola,-11.2060,13.8440,,
175,Hotel Gabela,"Rua Comandante Valódia, Gabela",Gabela,Angola,-10.8500,14.3830,,
176,Hotel Fazenda Cabuta,"Cabuta, 25 km da Vila de Calulo",Calulo / Libolo,Angola,-9.9370,14.8120,,
177,WK Hotel & Spa,"Cela, Waku Kungo",Waku Kungo,Angola,-11.3580,15.1170,,
178,Hotel Iura,Conda,Conda,Angola,-10.6830,14.4670,,
179,Lupupa Lodge,Kissanga Kungo,Kissanga Kungo,Angola,-11.3580,15.1170,,
180,Hotel Licy,"Soyo, bairro Marilha, junto à praia dos pobres",Soyo,Angola,-6.1350,12.3690,,
181,Hotel Casmad,Soyo,Soyo,Angola,-6.1350,12.3690,,
182,Oui Hotel,"Bairro Kimcombele, Soyo",Soyo,Angola,-6.1350,12.3690,,
183,Hotel Porto Rico,Soyo,Soyo,Angola,-6.1350,12.3690,,
184,Hotel VIP Huila,Centro da cidade do Lubango,Lubango,Angola,-14.9170,13.5000,,
185,Chik-Chik Lubango,Lubango,Lubango,Angola,-14.9170,13.5000,,
186,Ibis Styles IU Lubango,Lubango,Lubango,Angola,-14.9170,13.5000,,
187,Novo Hotel do Lubango,Lubango,Lubango,Angola,-14.9170,13.5000,,
188,Serra da Chela Hotel,Lubango,Lubango,Angola,-14.9170,13.5000,,
189,Pousada Flor de Lis,Lubango,Lubango,Angola,-14.9170,13.5000,,
190,Lodge Obama,"Chibia, Huíla",Chibia,Angola,-15.1870,13.6870,,
191,Pensão e Restaurante Dias & Filhos,"Chibia, Huíla",Chibia,Angola,-15.1896,13.6904,,
192,Hotel Palanca,"Humpata, Huíla",Humpata,Angola,-15.0170,13.3670,,
193,PIF-PAF Hotel,"Ambaca, Cuanza Norte",Ambaca,Angola,-8.1830,15.3670,,
194,GEMAC Hotel,"Ambaca, Cuanza Norte",Ambaca,Angola,-8.1830,15.3670,,
195,Hotel Mufongo,"Camabatela, Ambaca, Cuanza Norte",Camabatela,Angola,-8.1880,15.3740,,
196,Hotel Cacuaco,"Rua B, Nova Urbanização de 4 de Fevereiro II, Quadro 36",Cacuaco,Angola,-8.7800,13.3700,,
197,IU Hotel Luanda Cacuaco,"Cacuaco, Luanda",Cacuaco,Angola,-8.7800,13.3700,,
198,Casa da Montanha,"Icolo e Bengo, Bengo",Icolo e Bengo,Angola,-9.1160,13.7000,,
199,Quinta Quimbela,"Estrada Kifangondo, Vila da Funda, Catete Km 50",Vila da Funda / Catete,Angola,-9.0500,13.6500,,
200,Chik Chik Bié,Centro da cidade do Cuito,Kuito,Angola,-12.3830,16.9330,,
201,Hotel Quinta da Terrincha,Cidade do Kuito,Kuito,Angola,-12.3830,16.9330,,
202,Hotel Aguia Verde,Cunene Province,Ondjiva,Angola,-17.0660,15.7330,,
203,Pensão Piedade S. Clara,Cunene Province,Ondjiva,Angola,-17.0660,15.7330,,
204,IU Hotel Dundo,Dundo,Dundo,Angola,-7.3670,20.8330,,
205,Hotel Diamante (Dundo),Dundo,Dundo,Angola,-7.3670,20.8330,,
206,Hotel Kawissa Saurimo,Saurimo,Saurimo,Angola,-9.6600,20.4000,,
207,IU Hotel Saurimo Rotunda,Saurimo,Saurimo,Angola,-9.6580,20.3950,,
208,Resort Uhenha,Saurimo,Saurimo,Angola,-9.6700,20.4100,,
209,Residencial Club Wuino Wetu,Saurimo,Saurimo,Angola,-9.6620,20.4050,,
210,Chik Chik Saurimo,Saurimo,Saurimo,Angola,-9.6595,20.3995,,
211,Hotéis Luboia,Saurimo,Saurimo,Angola,-9.6650,20.3980,,
212,Hotel Residencial Portugalia,Malanje,Malanje,Angola,-9.5447,16.3453,,
213,Hotel Portugália,Malanje,Malanje,Angola,-9.5450,16.3400,,
214,Kahombo Resort Rural,Malanje,Malanje,Angola,-9.5460,16.3420,,
215,Kahombo Rural,Cacuso,Cacuso,Angola,-9.4333,15.7333,,
216,Pousada Quedas Duque de Bragança,Kalandula,Kalandula,Angola,-9.0760,15.9950,,
217,Xavier House,Malanje,Malanje,Angola,-9.5430,16.3480,,
218,Hotel Palanca Negra,Malanje,Malanje,Angola,-9.5420,16.3460,,
219,Pousada Caliandra da Serra,Malanje,Malanje,Angola,-9.5500,16.3500,,
220,Funda Hotel,Malanje,Malanje,Angola,-9.5400,16.3300,,
221,Hotel Yolaca,Malanje,Malanje,Angola,-9.5480,16.3440,,
222,Njinga Hotel,Malanje,Malanje,Angola,-9.5470,16.3410,,
223,IU Hotel Uíge,Uíge,Uíge,Angola,-7.6130,15.0580,,
224,Hotel Salala,Uíge,Uíge,Angola,-7.6140,15.0590,,
225,Grande Hotel do Uíge,Uíge,Uíge,Angola,-7.6120,15.0575,,
226,Cuilo River Hotel,Uíge,Uíge,Angola,-7.6150,15.0600,,
227,Posada San Fernando,Uíge,Uíge,Angola,-7.6110,15.0560,,
228,Hotel Residencial Moxico,Luena,Luena,Angola,-11.7880,19.9020,,
229,Hotéis em Moxico,Luena,Luena,Angola,-11.7920,19.8980,,
230,Executive Paraíso Hotel,Cabinda,Cabinda,Angola,-5.5560,12.1900,,
231,Hotel Apolónia Complexos,Cabinda,Cabinda,Angola,-5.5570,12.1915,,
232,IU Hotel Namibe,Moçâmedes,Moçâmedes,Angola,-15.1960,12.1520,,
233,Hotel Chik Chik Namibe,Moçâmedes,Moçâmedes,Angola,-15.1975,12.1510,,
234,Hotel Yona Namibe,Moçâmedes,Moçâmedes,Angola,-15.1965,12.1540,,
235,Viva Executive Hotel Namibe,Moçâmedes,Moçâmedes,Angola,-15.1955,12.1550,,
236,Residencial Maweza,Moçâmedes,Moçâmedes,Angola,-15.1940,12.1525,,
237,Infotur Namibe,Namibe,Moçâmedes,Angola,-15.1950,12.1500,,
238,Casa 2 Namibe,Namibe,Moçâmedes,Angola,-15.1945,12.1530,,
1,Brasil,Praia dos Carneiros,Pontal dos Carneiros Beach Bungalows,"-8.7305, -35.0781",,,,
2,Brasil,Praia dos Carneiros,Pousada Praia dos Carneiros,"-8.7342, -35.0805",,,,
3,Brasil,Praia dos Carneiros,Baía Branca Beach Resort,"-8.7410, -35.0862",,,,
4,Brasil,Maracaípe,Pousada Xalés de Maracaípe,"-8.5288, -35.0039",,,,
5,Brasil,Maracaípe,Pousada Sal e Mar Maracaípe,"-8.5225, -35.0011",,,,
6,Brasil,Vale dos Vinhedos,Hotel Spa do Vinho Autograph Collection,"-29.1728, -51.5831",,,,
7,Brasil,Vale dos Vinhedos,Hotel Villa Michelon,"-29.1834, -51.5878",,,,
8,Brasil,Vale dos Vinhedos,Pousada Borghetto Sant'Anna,"-29.1672, -51.5701",,,,
9,Brasil,Chapada Diamantina (Lençóis),Hotel Canto das Águas,"-12.5630, -41.3855",,,,
10,Brasil,Chapada Diamantina (Lençóis),Hotel de Lençóis,"-12.5583, -41.3891",,,,
11,Brasil,Itaúnas,Pousada Pargos,"-18.4201, -39.7345",,,,
12,Brasil,Itaúnas,Pousada Casa da Praia Itaúnas,"-18.4190, -39.7320",,,,
13,Brasil,Praia do Espelho,Pousada Bendito Seja,"-16.6348, -39.1915",,,,
14,Brasil,Praia do Espelho,Pousada Brisa do Espelho,"-16.6335, -39.1902",,,,
15,Uruguai,Montevidéu,Sofitel Montevideo Casino Carrasco,"-34.8872, -56.0569",,,,
16,Uruguai,Montevidéu,Radisson Montevideo Victoria Plaza,"-34.9064, -56.1989",,,,
17,Uruguai,Montevidéu,Hyatt Centric Montevideo,"-34.9125, -56.1432",,,,
18,Uruguai,Montevidéu,Smart Hotel Montevideo,"-34.9069, -56.1963",,,,
19,Uruguai,Montevidéu,Hotel Costanero MGallery,"-34.9135, -56.1415",,,,
20,Uruguai,Montevidéu,Alma Histórica Boutique Hotel,"-34.9065, -56.2052",,,,
21,Uruguai,Montevidéu,Dazzler by Wyndham Montevideo,"-34.9213, -56.1592",,,,
22,Uruguai,Montevidéu,NH Montevideo Columbia,"-34.9110, -56.2033",,,,
23,Uruguai,Montevidéu,Cala di Volpe Boutique Hotel,"-34.9265, -56.1565",,,,
24,Uruguai,Montevidéu,Esplendor by Wyndham Montevideo,"-34.9056, -56.1970",,,,
25,Cabo Verde,Espargos,Hotel da Praça,"16.7533, -22.9451",,,,
26,Cabo Verde,Espargos,Pensão Porta do Vento,"16.7525, -22.9442",,,,
27,Cabo Verde,Vila do Maio,Stella Maris Villa,"15.1378, -23.2125",,,,
28,Cabo Verde,Vila do Maio,Big Game Maio,"15.1385, -23.2132",,,,
29,Cabo Verde,Tarrafal de São Nicolau,Edificio Magui,"16.5645, -24.3581",,,,
30,Cabo Verde,Tarrafal de São Nicolau,Tarrafal Residence,"16.5658, -24.3590",,,,
31,Suíça,Genebra,Four Seasons Hotel des Bergues,"46.2069, 6.1485",,,,
32,Suíça,Genebra,Hotel d'Angleterre Geneva,"46.2081, 6.1512",,,,
33,Suíça,Genebra,The Ritz-Carlton Hotel de la Paix,"46.2085, 6.1495",,,,
34,Suíça,Genebra,Mandarin Oriental Geneva,"46.2055, 6.1415",,,,
35,Suíça,Genebra,Beau-Rivage Geneva,"46.2088, 6.1505",,,,
36,Suíça,Berna,Bellevue Palace,"46.9472, 7.4475",,,,
37,Suíça,Berna,Hotel Schweizerhof Bern,"46.9485, 7.4402",,,,
38,Suíça,Berna,Hotel Bären am Bundesplatz,"46.9478, 7.4435",,,,
39,Suíça,Berna,Kreuz Bern Modern City Hotel,"46.9482, 7.4445",,,,
