"Nome do Hotel","Estrelas","Morada","Cidade","Pais","Latitude","Longitude","Notas"
"The Leela Palace Bengaluru","4.5 estrelas","","Bengaluru","India","12.9610224","77.6485355",""
"The Oberoi, Bengaluru","5 estrelas","37-39 M G Road","Bengaluru","India","12.973497","77.6182747",""
"Shangri-La Hotel Bengaluru","4.5 estrelas","","Bengaluru","India","12.992001","77.5881897",""
"Taj Yeshwantpur, Bengaluru","4.5 estrelas","","Bengaluru","India","13.0291792","77.5409571",""
"Taj West End","4.5 estrelas","Race Course Road","Bengaluru","India","12.9857849","77.5848345",""
"Royal Orchid Central","4.5 estrelas","47/1 Dickenson Road","Bengaluru","India","12.974989","77.6153705",""
"Taj MG Road, Bengaluru","4.5 estrelas","41/3 Mahatma Gandhi Road","Bengaluru","India","12.9732329","77.6196604",""
"Hilton Bangalore Embassy GolfLinks","5 estrelas","Embassy Golf Links Business Park, Off Intermediate Ring Road","Bengaluru","India","12.9484943","77.6456417",""
"Conrad Bengaluru","5 estrelas","25/3 Kensington Road","Bengaluru","India","12.9753389","77.6206686",""
"Radisson Blu Bengaluru Outer Ring Road","4.5 estrelas","Sy. #90/4 Outer Ring Road","Bengaluru","India","12.9503784","77.6985834",""
"Howard Johnson by Wyndham Bengaluru Hebbal","4.5 estrelas","","Bengaluru","India","13.0446641","77.6264389",""
"Radisson Bengaluru City Center","4.5 estrelas","","Bengaluru","India","12.9764637","77.6196256",""
"The Chancery Pavilion","4 estrelas","","Bengaluru","India","12.9658035","77.5986722",""
"Casa Cottage","4.5 estrelas","2 Clapham Street","Bengaluru","India","12.9643604","77.6041802",""
"Sponsored      InterContinental Hanoi Landmark72","5 estrelas","E6 Đường Phạm Hùng","Hanoi","Vietnam","21.0169899","105.7836904",""
"La Sinfonia del Rey Hotel & Spa","5 estrelas","","Hanoi","Vietnam","21.0311547","105.8541135",""
"Sponsored      Sheraton Hanoi Hotel","4.5 estrelas","11 Xuan Dieu Road","Hanoi","Vietnam","21.059653","105.8316418",""
"Hanoi E Central Hotel","5 estrelas","18 Phố Lò Sũ","Hanoi","Vietnam","21.0314616","105.855334",""
"Hanoi Media Hotel & Spa","5 estrelas","","Hanoi","Vietnam","21.0318307","105.8540486",""
"Acoustic Hotel & Spa","5 estrelas","","Hanoi","Vietnam","21.0276503","105.8446362",""
"Lavender Central Hotel","5 estrelas","39 Phố Hàng Bạc","Hanoi","Vietnam","21.0337956","105.8530368",""
