user_id,item_id,score
31,svc-act-07,2
31,dest-0044,3
31,svc-act-09,2
31,dest-0023,3
31,dest-0014,3
31,svc-act-03,2
31,svc-cruise-01,5
32,dest-0019,1
32,svc-pkg-02,2
32,svc-hotel-08,3
33,svc-act-09,2
33,dest-0024,1
33,svc-hotel-02,1
33,svc-pkg-04,2
33,dest-0004,1
33,svc-act-03,5
33,dest-0029,2
33,dest-0059,1
33,dest-0032,2
34,svc-cruise-03,1
34,svc-hotel-07,1
34,svc-hotel-06,2
35,svc-hotel-03,2
35,svc-hotel-03,3
35,svc-hotel-03,2
36,svc-hotel-04,3
36,dest-0009,2
36,svc-act-06,2
36,svc-act-04,3
36,svc-hotel-04,1
36,dest-0049,3
36,svc-cruise-01,2
36,svc-hotel-03,3
36,dest-0008,2
37,svc-act-06,2
37,svc-cruise-04,2
37,svc-cruise-04,3
37,dest-0009,2
37,svc-cruise-03,1
37,svc-cruise-01,3
37,svc-cruise-04,4
38,dest-0049,2
38,svc-pkg-03,3
38,svc-act-04,3
38,svc-cruise-01,2
38,svc-cruise-01,2
38,dest-0038,1
38,dest-0005,1
39,dest-0003,2
39,svc-xfer-01,1
39,svc-xfer-01,2
39,svc-pkg-05,2
39,svc-act-07,1
39,dest-0057,1
39,svc-act-01,2
39,svc-xfer-03,3
39,svc-pkg-05,5
39,svc-hotel-03,2
39,svc-act-08,5
39,svc-hotel-02,2
39,dest-0037,2
39,svc-act-08,5
39,svc-pkg-06,1
39,svc-act-02,2
39,svc-act-02,3
39,svc-hotel-05,1
39,svc-act-10,2
39,svc-hotel-08,3
39,svc-hotel-08,3
39,svc-hotel-08,3
39,svc-hotel-01,2
39,dest-0055,1
39,svc-act-03,2
40,svc-cruise-02,1
40,svc-cruise-03,3
40,svc-cruise-03,2
40,svc-act-01,2
41,svc-hotel-05,3
41,dest-0055,1
41,dest-0018,1
41,svc-hotel-02,3
41,dest-0001,2
41,svc-act-10,1
41,svc-hotel-02,2
41,svc-pkg-06,2
41,dest-0024,1
41,svc-act-03,2
41,dest-0049,2
41,svc-act-07,1
41,dest-0006,1
41,svc-act-06,2
41,svc-pkg-01,1
41,svc-hotel-01,3
41,svc-act-02,1
41,dest-0021,2
41,svc-pkg-02,1
41,dest-0047,3
41,dest-0013,1
41,svc-act-03,1
41,dest-0029,1
41,svc-act-09,1
41,dest-0044,3
41,dest-0011,2
41,dest-0003,2
41,dest-0034,2
41,svc-hotel-01,1
41,dest-0045,1
41,dest-0051,1
41,svc-xfer-02,2
41,dest-0054,1
41,svc-xfer-02,2
41,dest-0013,2
41,svc-hotel-03,4
41,svc-act-06,1
41,svc-hotel-05,5
41,svc-act-08,3
41,dest-0039,1
42,svc-act-06,1
42,svc-act-03,2
42,svc-pkg-03,1
42,dest-0025,1
42,svc-hotel-06,2
42,dest-0018,3
42,svc-pkg-02,4
42,dest-0048,2
42,svc-act-03,1
42,svc-act-09,2
42,svc-act-04,2
42,svc-hotel-03,4
42,svc-xfer-02,1
42,svc-hotel-04,1
42,svc-hotel-04,2
42,svc-hotel-02,1
42,svc-pkg-02,4
42,svc-act-05,2
42,svc-hotel-06,3
42,svc-act-04,2
42,svc-pkg-02,5
42,svc-pkg-04,1
42,dest-0008,3
42,svc-xfer-01,2
42,svc-act-08,1
42,svc-act-09,2
42,svc-pkg-02,5
42,svc-pkg-03,2
42,svc-xfer-01,2
42,dest-0036,1
42,dest-0019,3
42,svc-pkg-04,3
42,svc-hotel-01,3
42,svc-hotel-03,3
42,dest-0032,2
42,svc-hotel-01,3
43,svc-hotel-06,1
43,dest-0007,3
43,svc-hotel-03,2
43,dest-0029,1
43,dest-0025,1
43,dest-0014,1
43,svc-hotel-03,1
43,dest-0051,4
43,dest-0050,3
43,dest-0049,2
43,dest-0011,1
43,svc-act-09,1
43,dest-0014,2
43,svc-hotel-03,3
43,svc-act-10,3
43,svc-hotel-05,1
43,svc-pkg-03,1
43,dest-0015,1
43,dest-0057,2
43,dest-0020,1
43,dest-0026,3
43,svc-cruise-01,2
43,svc-act-04,4
43,dest-0038,3
43,svc-hotel-07,1
43,dest-0018,2
43,dest-0048,3
43,dest-0013,1
43,svc-pkg-04,1
43,svc-act-05,1
43,svc-hotel-04,1
43,svc-act-06,2
43,svc-hotel-07,3
44,svc-cruise-03,2
44,svc-cruise-02,2
44,svc-cruise-01,3
44,svc-cruise-04,4
44,svc-act-04,1
44,svc-hotel-05,3
45,dest-0001,3
45,dest-0042,2
45,svc-hotel-05,2
45,svc-act-01,2
46,svc-act-09,3
46,svc-act-01,3
46,svc-act-10,2
46,dest-0001,3
46,dest-0017,1
46,dest-0028,1
46,svc-act-05,2
46,svc-xfer-02,1
46,svc-act-06,1
46,dest-0021,2
46,dest-0026,2
46,dest-0054,3
46,svc-hotel-04,3
46,dest-0022,1
46,svc-act-02,3
46,dest-0060,3
46,svc-hotel-02,2
46,dest-0046,1
46,svc-xfer-01,2
46,svc-pkg-02,1
46,dest-0019,2
46,svc-hotel-06,2
46,svc-act-05,5
46,svc-act-06,2
46,svc-pkg-06,2
46,svc-hotel-04,2
46,svc-hotel-04,1
46,dest-0009,1
46,dest-0051,1
46,dest-0055,2
46,svc-act-06,2
46,svc-pkg-06,3
46,dest-0025,1
46,svc-xfer-03,2
46,dest-0047,1
46,dest-0044,3
46,dest-0018,2
46,svc-act-04,2
46,dest-0055,1
46,dest-0032,3
46,svc-act-05,4
47,svc-hotel-02,2
47,svc-cruise-04,2
47,svc-act-03,1
48,svc-hotel-01,2
48,dest-0032,1
48,svc-pkg-05,3
48,svc-xfer-03,2
48,dest-0034,2
48,svc-act-08,3
48,dest-0005,1
48,svc-xfer-01,1
48,svc-hotel-01,2
48,dest-0052,1
48,dest-0012,1
48,svc-act-01,3
48,dest-0015,2
48,svc-pkg-05,2
48,svc-act-08,4
48,dest-0039,2
48,dest-0015,1
48,dest-0002,1
48,dest-0046,2
48,svc-pkg-06,1
48,dest-0058,2
49,dest-0023,3
49,svc-xfer-03,1
49,svc-hotel-04,3
49,dest-0054,2
49,svc-act-04,2
49,svc-pkg-04,1
49,dest-0049,2
49,dest-0035,2
49,svc-xfer-01,1
49,svc-pkg-06,3
49,svc-act-05,3
49,dest-0050,1
49,dest-0003,1
49,svc-pkg-06,3
49,dest-0038,3
49,dest-0034,1
49,dest-0020,2
50,dest-0053,1
50,dest-0050,1
50,svc-hotel-04,3
50,svc-pkg-06,3
50,dest-0023,1
50,dest-0018,2
50,svc-act-06,2
51,svc-pkg-05,3
51,dest-0029,2
51,dest-0014,2
51,svc-hotel-06,4
51,dest-0027,1
51,dest-0053,3
51,dest-0004,3
51,dest-0013,3
51,dest-0040,1
51,svc-hotel-03,3
51,svc-hotel-03,5
51,dest-0004,2
51,svc-act-04,2
52,dest-0026,3
52,svc-cruise-02,1
52,svc-hotel-03,3
52,svc-hotel-04,2
52,dest-0032,3
52,dest-0029,1
52,svc-act-04,3
52,svc-hotel-08,3
52,svc-hotel-03,2
52,svc-hotel-03,3
52,svc-act-04,4
52,dest-0047,2
52,svc-cruise-01,1
52,svc-act-10,1
52,svc-act-02,1
52,dest-0048,2
52,svc-hotel-01,2
52,dest-0014,3
52,dest-0014,2
52,svc-cruise-01,3
52,dest-0013,3
52,dest-0026,1
52,dest-0013,2
52,svc-hotel-05,3
52,svc-hotel-07,1
52,dest-0030,1
52,dest-0010,2
52,dest-0036,2
52,svc-hotel-05,2
52,svc-act-03,1
52,dest-0060,3
52,svc-hotel-01,1
52,dest-0051,2
52,dest-0006,1
52,svc-act-04,4
52,svc-hotel-03,1
52,svc-hotel-06,3
53,svc-hotel-03,4
53,svc-act-10,3
53,svc-cruise-02,2
53,svc-cruise-03,3
54,svc-act-08,2
54,dest-0058,1
54,svc-act-01,2
54,dest-0049,2
54,svc-pkg-04,2
54,dest-0016,3
54,dest-0055,2
54,svc-act-03,4
54,svc-act-09,3
54,dest-0002,2
54,dest-0057,1
54,svc-pkg-06,2
54,svc-pkg-01,1
54,svc-hotel-07,1
54,dest-0055,1
54,svc-act-09,3
54,svc-hotel-06,1
54,svc-act-06,2
54,svc-act-07,3
55,svc-hotel-02,1
55,dest-0059,1
55,svc-act-03,5
55,svc-act-09,1
55,svc-act-03,5
55,svc-act-07,1
55,svc-xfer-03,1
55,svc-act-09,2
55,dest-0036,3
56,svc-pkg-06,1
56,svc-act-08,5
56,svc-pkg-05,3
56,svc-pkg-05,3
56,dest-0026,2
56,svc-hotel-08,2
56,svc-act-08,5
56,dest-0036,3
56,dest-0024,2
56,dest-0013,3
56,svc-hotel-06,2
56,dest-0057,1
56,dest-0015,1
56,dest-0055,1
56,svc-act-09,1
56,svc-act-07,3
56,svc-act-08,5
56,svc-hotel-01,1
56,svc-xfer-01,1
56,svc-xfer-01,2
56,dest-0036,1
56,svc-hotel-08,3
56,svc-hotel-04,1
56,dest-0041,3
56,dest-0043,1
56,svc-pkg-05,2
56,svc-hotel-01,2
56,svc-pkg-05,3
56,dest-0060,1
56,svc-xfer-03,2
56,svc-pkg-03,1
56,svc-hotel-08,2
56,dest-0051,3
56,dest-0019,1
56,svc-act-04,3
56,svc-act-01,2
56,dest-0059,2
56,dest-0040,2
56,dest-0025,1
56,dest-0007,2
56,svc-hotel-01,2
57,dest-0047,2
57,dest-0013,2
57,svc-act-05,1
57,svc-hotel-03,3
57,svc-act-04,3
57,dest-0035,2
57,svc-hotel-03,4
58,svc-cruise-01,1
58,svc-cruise-04,4
58,svc-cruise-03,2
58,svc-cruise-02,3
58,svc-cruise-04,3
58,svc-act-01,2
58,svc-cruise-03,2
59,svc-act-09,1
59,svc-act-05,3
59,svc-act-05,1
59,svc-act-06,2
59,dest-0005,2
59,svc-act-02,5
59,dest-0023,3
59,svc-pkg-04,5
59,dest-0030,2
59,svc-pkg-04,3
59,svc-xfer-03,1
59,svc-pkg-03,3
59,svc-act-09,3
59,svc-xfer-02,1
59,dest-0017,1
59,dest-0010,1
59,svc-act-08,3
59,svc-hotel-06,2
59,svc-act-05,2
59,svc-hotel-03,1
59,svc-act-02,3
59,svc-xfer-03,2
59,svc-act-01,2
59,svc-act-03,1
59,dest-0033,2
59,svc-act-02,4
59,dest-0019,2
60,svc-act-10,3
60,svc-cruise-03,1
60,dest-0040,1
60,svc-cruise-01,4
60,svc-cruise-02,2
60,svc-cruise-01,5
60,svc-act-02,1
60,dest-0044,1
60,svc-cruise-04,3
60,svc-xfer-01,3
60,svc-hotel-05,1
60,svc-cruise-03,2
60,svc-cruise-04,3
60,svc-act-04,4
61,svc-act-05,1
61,svc-xfer-02,1
61,svc-pkg-02,3
62,svc-cruise-02,2
62,svc-cruise-01,3
62,svc-cruise-04,3
62,svc-cruise-03,1
62,svc-act-07,2
63,svc-cruise-04,1
63,svc-hotel-01,2
63,svc-act-01,3
63,dest-0012,2
63,svc-pkg-03,3
63,dest-0003,1
63,dest-0037,2
63,svc-cruise-03,2
63,svc-act-09,1
63,svc-hotel-03,4
63,svc-hotel-06,3
63,svc-act-03,2
63,svc-cruise-02,3
63,svc-cruise-02,3
63,svc-act-10,1
63,svc-act-04,1
63,dest-0052,2
63,svc-pkg-02,3
63,svc-act-01,1
63,svc-act-06,1
64,dest-0033,2
64,svc-cruise-04,1
64,svc-hotel-03,3
64,svc-act-01,2
64,svc-act-06,2
64,svc-pkg-02,2
64,svc-cruise-04,2
65,svc-cruise-04,3
65,svc-act-01,3
65,svc-xfer-03,2
65,svc-cruise-04,4
65,svc-cruise-03,1
65,svc-hotel-06,1
65,dest-0052,3
65,svc-act-01,1
65,svc-act-02,1
65,dest-0016,3
65,svc-cruise-02,3
65,svc-cruise-02,3
65,svc-act-04,3
65,svc-hotel-07,1
65,svc-xfer-02,2
65,svc-cruise-03,3
65,svc-act-09,3
65,svc-hotel-08,2
65,svc-act-05,2
65,svc-hotel-06,2
65,dest-0013,3
65,svc-cruise-01,5
65,svc-act-10,1
65,dest-0047,2
65,dest-0033,1
65,svc-cruise-02,2
65,svc-hotel-04,2
65,dest-0045,2
65,svc-xfer-03,1
65,svc-xfer-02,2
66,dest-0026,2
66,dest-0040,2
66,svc-act-04,3
66,svc-cruise-03,2
66,dest-0029,2
66,svc-cruise-04,2
67,svc-cruise-04,3
67,svc-cruise-03,3
67,svc-cruise-04,4
68,svc-cruise-02,1
68,dest-0044,3
68,svc-cruise-03,3
68,svc-cruise-04,1
68,svc-hotel-01,3
68,dest-0060,1
68,dest-0060,2
68,svc-hotel-03,3
68,svc-pkg-02,1
68,svc-cruise-01,2
68,svc-act-07,1
68,dest-0047,2
68,svc-act-09,2
68,svc-cruise-01,3
68,svc-cruise-01,2
68,dest-0013,3
68,dest-0042,1
68,svc-act-06,2
69,dest-0005,1
69,svc-hotel-02,1
69,svc-xfer-02,3
69,svc-act-05,2
69,dest-0005,2
69,dest-0049,1
70,svc-cruise-01,2
70,svc-act-09,1
70,svc-cruise-02,2
70,svc-act-08,1
70,svc-cruise-01,2
70,svc-cruise-01,3
70,svc-cruise-03,1
70,svc-cruise-03,3
70,svc-act-02,1
70,svc-hotel-06,3
70,dest-0001,1
70,svc-cruise-02,1
70,dest-0037,3
70,dest-0048,1
70,svc-act-03,3
70,svc-act-05,2
70,svc-pkg-02,3
70,svc-hotel-06,2
70,svc-hotel-01,2
70,svc-cruise-03,2
70,svc-pkg-04,2
70,svc-pkg-04,1
70,dest-0015,1
70,dest-0044,2
70,svc-cruise-04,3
70,svc-act-10,3
70,svc-hotel-06,3
70,svc-hotel-06,3
70,svc-cruise-04,3
70,svc-cruise-04,2
70,svc-pkg-01,2
71,dest-0008,1
71,svc-act-05,3
71,svc-hotel-04,3
71,svc-act-10,2
71,dest-0059,2
71,dest-0011,2
71,dest-0022,2
71,svc-act-02,2
72,dest-0036,3
72,svc-pkg-05,4
72,svc-pkg-04,2
72,svc-act-08,5
72,dest-0006,2
72,svc-xfer-02,2
72,svc-hotel-06,1
72,svc-pkg-02,1
72,dest-0021,1
72,dest-0009,2
72,dest-0008,2
73,dest-0038,2
73,svc-hotel-01,2
73,dest-0032,1
73,dest-0032,2
73,svc-pkg-01,1
73,dest-0029,1
73,svc-act-02,5
73,svc-act-06,2
73,svc-act-02,5
73,svc-act-04,2
73,svc-pkg-03,2
73,svc-hotel-03,2
73,dest-0050,1
73,svc-act-05,3
74,dest-0046,2
74,svc-act-01,2
74,svc-act-03,3
75,svc-act-02,5
75,svc-act-02,4
75,svc-act-09,2
75,svc-xfer-02,1
76,svc-pkg-05,2
76,svc-pkg-05,3
76,svc-act-08,4
76,svc-act-02,1
76,svc-act-08,5
77,dest-0049,1
77,svc-act-04,3
77,svc-hotel-08,1
77,dest-0005,3
77,svc-hotel-03,3
78,svc-act-09,2
78,svc-act-04,3
78,svc-hotel-02,1
79,svc-act-09,3
79,dest-0011,1
79,dest-0040,3
79,dest-0013,1
79,dest-0054,1
79,dest-0012,2
79,svc-act-03,5
79,svc-act-09,2
79,dest-0035,1
79,dest-0034,2
79,svc-hotel-02,2
80,dest-0016,2
80,svc-hotel-03,3
80,svc-pkg-04,3
80,dest-0044,2
80,svc-act-03,1
80,dest-0049,3
80,svc-hotel-03,2
80,svc-hotel-04,1
80,svc-pkg-03,2
80,svc-pkg-03,1
80,svc-hotel-08,2
80,svc-act-08,2
80,svc-hotel-03,2
80,dest-0050,1
80,svc-act-04,3
80,svc-act-05,1
80,svc-cruise-01,2
80,dest-0031,1
80,svc-act-04,3
80,dest-0039,3
80,svc-hotel-07,2
80,dest-0014,3
80,dest-0048,1
80,svc-cruise-01,3
80,dest-0014,2
80,dest-0054,3
80,svc-hotel-02,3
80,svc-cruise-04,3
80,svc-hotel-07,1
80,dest-0026,2
80,dest-0049,2
80,svc-act-06,1
80,dest-0016,3
80,dest-0020,2
80,dest-0055,1
80,dest-0039,1
81,svc-act-08,5
81,svc-hotel-03,1
81,svc-pkg-05,2
81,dest-0028,2
81,svc-hotel-05,2
82,svc-act-01,1
82,svc-cruise-01,2
82,svc-hotel-01,3
82,dest-0006,1
82,svc-act-09,2
82,svc-cruise-01,2
83,svc-act-05,1
83,svc-xfer-01,3
83,svc-hotel-02,2
84,dest-0005,2
84,dest-0014,3
84,svc-hotel-02,1
84,svc-hotel-04,1
85,svc-cruise-02,2
85,dest-0039,2
85,svc-xfer-02,1
85,svc-act-01,2
86,svc-act-08,2
86,dest-0055,3
86,svc-pkg-05,3
86,svc-xfer-03,3
86,svc-act-03,2
87,svc-pkg-02,1
87,svc-hotel-07,1
87,svc-act-09,1
87,svc-act-03,4
87,dest-0050,3
87,svc-hotel-03,2
87,svc-hotel-05,3
87,dest-0013,3
87,dest-0043,1
87,dest-0011,1
87,svc-act-03,5
87,dest-0017,1
87,svc-xfer-03,1
87,svc-pkg-03,2
87,svc-hotel-05,2
87,svc-pkg-04,1
87,svc-act-09,4
87,svc-hotel-07,1
87,svc-pkg-05,2
87,svc-act-07,3
87,svc-hotel-02,2
87,dest-0015,2
87,dest-0060,2
87,dest-0054,1
87,svc-act-02,1
87,svc-hotel-02,1
87,svc-act-04,1
87,dest-0005,1
87,dest-0046,3
87,dest-0009,2
87,svc-act-07,1
87,dest-0036,2
87,dest-0001,1
87,svc-act-03,5
87,svc-act-09,1
87,svc-pkg-01,1
87,svc-act-10,1
87,dest-0035,1
87,svc-hotel-07,2
87,svc-act-01,2
88,svc-act-03,4
88,svc-pkg-05,2
88,svc-act-03,5
88,svc-act-10,3
88,dest-0055,3
88,svc-act-03,5
88,dest-0018,1
88,svc-pkg-04,1
88,dest-0047,2
89,svc-hotel-04,3
89,dest-0004,2
89,dest-0058,2
89,dest-0050,1
89,dest-0027,2
90,dest-0006,2
90,svc-hotel-05,1
90,svc-hotel-08,1
90,svc-act-02,4
91,svc-pkg-04,2
91,svc-cruise-03,2
91,svc-hotel-06,4
91,svc-cruise-03,3
91,svc-hotel-05,2
91,dest-0048,1
91,svc-cruise-02,3
91,svc-pkg-02,3
92,svc-act-08,5
92,svc-hotel-01,3
92,dest-0060,2
92,svc-hotel-01,2
92,dest-0040,1
93,svc-act-06,2
93,dest-0047,1
93,svc-act-02,3
93,dest-0048,1
93,svc-act-09,3
93,dest-0040,3
93,svc-pkg-04,5
93,dest-0021,3
93,dest-0019,1
93,svc-act-02,5
93,dest-0008,2
93,dest-0019,1
93,svc-pkg-02,3
93,svc-pkg-04,4
93,svc-act-02,4
93,svc-act-05,2
93,svc-act-06,2
93,svc-act-04,2
93,svc-act-01,3
93,svc-pkg-01,1
93,svc-act-06,3
93,svc-hotel-01,1
93,dest-0021,1
93,dest-0009,1
93,svc-act-10,1
93,svc-pkg-04,4
93,svc-act-02,5
93,svc-act-09,2
94,svc-act-02,5
94,svc-hotel-07,3
94,svc-xfer-02,1
94,svc-act-03,1
94,svc-act-06,1
94,svc-hotel-03,3
94,dest-0011,2
94,dest-0027,1
94,svc-hotel-05,3
94,svc-pkg-04,2
94,svc-act-08,1
94,svc-act-09,1
94,svc-act-02,3
94,dest-0007,2
94,dest-0034,1
94,dest-0054,2
94,dest-0012,1
94,svc-xfer-03,2
94,svc-pkg-04,5
94,dest-0042,1
94,svc-act-10,2
94,dest-0051,2
94,svc-hotel-05,1
94,dest-0022,1
94,svc-pkg-05,1
94,svc-pkg-03,3
94,svc-pkg-04,4
94,dest-0018,1
94,dest-0053,4
94,dest-0050,2
95,svc-act-06,1
95,svc-pkg-04,4
95,dest-0043,2
95,svc-act-03,3
95,dest-0024,1
95,svc-pkg-01,1
95,dest-0048,2
96,svc-pkg-02,2
96,dest-0028,2
96,svc-hotel-05,1
96,svc-hotel-04,2
96,svc-act-03,1
97,svc-act-01,3
97,svc-hotel-03,1
97,svc-xfer-01,1
97,svc-hotel-04,3
97,svc-act-10,1
97,svc-act-05,4
97,svc-hotel-04,3
98,dest-0030,2
98,svc-act-06,1
98,svc-hotel-05,5
98,svc-pkg-03,1
98,svc-xfer-02,3
99,svc-hotel-02,1
99,svc-hotel-07,1
99,svc-hotel-08,1
99,svc-act-09,1
99,dest-0027,1
99,svc-act-06,1
99,svc-act-03,5
99,dest-0017,1
99,svc-act-09,2
99,svc-xfer-02,3
99,svc-pkg-06,2
99,svc-hotel-01,2
99,svc-act-03,4
99,svc-pkg-06,2
99,dest-0056,2
99,svc-hotel-03,2
99,dest-0019,1
99,svc-hotel-06,1
99,svc-act-03,5
99,svc-act-08,2
99,svc-pkg-01,1
99,dest-0033,1
99,svc-act-08,2
99,dest-0042,1
99,svc-act-03,5
99,dest-0004,3
99,svc-act-09,3
99,svc-hotel-04,2
99,svc-pkg-04,1
99,svc-act-02,1
99,svc-hotel-04,1
99,svc-hotel-06,1
99,dest-0052,1
99,svc-pkg-02,1
99,svc-act-01,2
99,svc-act-08,2
99,svc-pkg-01,2
99,svc-act-05,1
99,dest-0053,1
99,svc-hotel-08,1
100,svc-pkg-05,3
100,dest-0058,2
100,svc-hotel-05,2
100,svc-pkg-01,1
100,svc-pkg-05,2
100,dest-0055,3
100,svc-act-02,2
100,svc-act-08,5
100,svc-hotel-01,2
100,svc-act-08,5
100,dest-0060,1
100,svc-xfer-02,2
100,dest-0009,2
100,svc-hotel-08,3
100,svc-xfer-01,3
101,svc-cruise-03,3
101,svc-xfer-02,2
101,svc-cruise-03,3
101,svc-hotel-03,3
102,svc-cruise-04,2
102,svc-pkg-03,2
102,svc-hotel-05,2
102,svc-hotel-03,2
102,dest-0008,2
103,dest-0009,2
103,dest-0053,1
103,svc-act-02,5
103,svc-act-06,3
104,svc-act-04,1
104,dest-0013,1
104,svc-act-10,1
104,svc-act-06,3
104,dest-0051,2
104,svc-hotel-01,2
104,dest-0053,1
104,svc-act-02,5
104,svc-act-02,5
104,svc-pkg-04,5
104,svc-act-01,2
104,dest-0045,1
104,dest-0044,2
104,svc-act-02,4
104,dest-0041,3
104,svc-act-06,3
104,dest-0032,1
105,dest-0029,1
105,svc-cruise-01,1
105,svc-act-10,1
105,svc-pkg-06,2
105,svc-act-09,1
106,dest-0005,1
106,svc-hotel-08,2
106,svc-cruise-04,4
106,svc-cruise-01,3
106,svc-cruise-01,5
107,dest-0002,2
107,svc-hotel-04,1
