id,nome,pais_code,latitude,longitude,nearest_city,nearest_cc,dist_km,auto_fixable
513,"Cosmópolis",PT,-22.64374,-47.19721,"Cosmópolis",BR,0.3,YES
514,"Costa do Marfim",PT,7.989737,-5.567946,"Bodokro",CI,17.4,YES
518,"Cracóvia/Stare Miasto",PT,50.06141,19.935678,"Kraków",PL,0.1,YES
525,"Cuba",CU,42.21757,-78.27529,"Olean",US,20.1,YES
532,"Curaçao",PT,12.117649,-68.93092,"Willemstad",CW,4.9,YES
535,"Dahab",PT,28.496363,34.514565,"Dahab",EG,2.5,YES
539,"Dalhart",PT,36.061607,-102.522224,"Dalhart",US,0.8,YES
545,"Deli",PT,28.632803,77.21977,"New Delhi",IN,1.4,YES
549,"Deothang",GB,26.86258,91.47308,"Samdrup Jongkhar",BT,7.6,YES
550,"De Philae a Abu Simbel",EG,22.3457,31.61624,"Wadi Halfa",SD,66.2,NO (review)
557,"Diffa",PT,13.313075,12.613661,"Diffa",NE,0.4,YES
562,"Disneyland Resort Paris",US,48.86785,2.77863,"Lagny-sur-Marne",FR,4.5,YES
563,"Disneyland Resort Paris/Disneyland Paris",PT,48.86785,2.77863,"Lagny-sur-Marne",FR,4.5,YES
564,"Disneyland Resort Paris/Disney Village",PT,48.87042,2.79082,"Esbly",FR,4.2,YES
565,"Disneyland Resort Paris/Walt Disney Studios Paris",PT,48.85341,2.3488,"Paris",FR,0,YES
566,"Divinolândia",PT,-21.660458,-46.737114,"Divinolândia",BR,0.2,YES
568,"Djenné",PT,13.905163,-4.554858,"Djenné",ML,0.2,YES
569,"Dobrada",PT,-21.518091,-48.39389,"Dobrada",BR,0.2,YES
571,"Dolores Hidalgo",PT,21.157503,-100.9342,"Dolores Hidalgo",MX,0.2,YES
573,"Dosso",PT,13.049637,3.1944647,"Dosso",NE,0.1,YES
574,"Dourado",PT,-27.428738,-52.230484,"Aratiba",BR,7.9,YES
593,"El Alto",PT,-16.504824,-68.16244,"La Paz",BO,1.4,YES
596,"El Fuerte",PT,26.415554,-108.617256,"El Fuerte",MX,0.2,YES
597,"Elias Fausto",PT,-23.041655,-47.3718,"Elias Fausto",BR,0.2,YES
602,"El Tajín",PT,20.430176,-97.381256,"Papantla de Olarte",MX,6.1,YES
607,"Entebbe",PT,0.0611715,32.469856,"Entebbe",UG,1.2,YES
610,"Erongaricuaro",PT,19.588808,-101.72131,"Pátzcuaro",MX,14.4,YES
611,"Escandinávia",NO,40.29083,-3.806781,"Fuenlabrada",ES,1.3,YES
612,"Escárcega",PT,18.579693,-90.76087,"Escárcega",MX,3.6,YES
621,"Estados Federados da Micronésia",AU,8.606235,151.83275,"Weno",FM,129,NO (review)
623,"Estiva Gerbi",PT,-22.274271,-46.95233,"Estiva Gerbi",BR,0.8,YES
625,"Estrada Austral",AR,-33.002216,-71.51905,"Viña del Mar",CL,3.9,YES
632,"Extremo Oriente",JP,-40.5732,-73.110306,"Osorno",CL,2,YES
635,"Fatehpur Sikri",PT,27.091166,77.6624,"Fatehpur Sīkri",IN,0.4,YES
659,"Fortim",PT,-4.451256,-37.798058,"Fortim",BR,0.1,YES
673,"Fuerteventura",PT,28.400377,-14.004869,"Antigua",ES,2.7,YES
674,"Fujino",PT,42.9365,141.29509,"Sapporo",JP,15.1,YES
682,"Gadamés",PT,30.125841,9.490066,"Ghadames",LY,1.3,YES
683,"Galveston",PT,29.387226,-94.99274,"La Marque",US,2.9,YES
684,"Gao",EG,16.278812,-0.0412392,"Gao",ML,0.9,YES
685,"Gaoua",PT,10.330335,-3.179568,"Gaoua",BF,0.3,YES
687,"Garapan",PT,15.207085,145.72086,"Saipan",MP,3.7,YES
692,"Gavião Peixoto",PT,-21.837753,-48.49285,"Nova Europa",BR,9.6,YES
696,"Ghanzi",PT,-21.696812,21.645706,"Ghanzi",BW,0.1,YES
697,"Gharyan",PT,32.17159,13.021145,"Gharyan",LY,0.1,YES
698,"Ghat",PT,24.96263,10.179717,"Ghat",LY,0.1,YES
701,"Goa",PT,15.300454,74.08551,"Curchorem",IN,4.8,YES
716,"Gray Summit",PT,38.490177,-90.81618,"Pacific",US,6.6,YES
720,"Guaíra",PT,-24.085192,-54.256752,"Guaíra",BR,1.1,YES
722,"Gualeguaychú",PT,-33.007893,-58.510986,"Gualeguaychú",AR,0.7,YES
725,"Guaramiranga",PT,-4.261523,-38.93397,"Guaramiranga",BR,0.2,YES
736,"Guayaramerín",BR,-10.818915,-65.35505,"Guayaramerín",BO,0.8,YES
741,"Hakone",PT,35.232365,139.10689,"Odawara",JP,5.4,YES
747,"Hanga-Roa",PT,-27.148117,-109.427345,"Hanga Roa",CL,0.6,YES
761,"Hortolândia",PT,-22.862017,-47.216423,"Hortolândia",BR,0.5,YES
763,"Huatajata",PT,-16.208857,-68.700485,"San Pedro",BO,16.3,YES
764,"Humahuaca",PT,-23.204027,-65.34878,"Humahuaca",AR,0.3,YES
770,"Ibitinga",PT,-21.75623,-48.8319,"Ibitinga",BR,0.4,YES
772,"Icapuí",PT,-4.7158475,-37.353535,"Icapuí",BR,0.4,YES
773,"Icaraí",PT,-22.9042,-43.1057,"Niterói",BR,2.3,YES
779,"Iguatu",PT,-24.71704,-53.086555,"Ubiratã",BR,21.6,YES
781,"Ilha Brava",PT,-18.938555,-42.039837,"Alpercata",BR,7.8,YES
783,"Ilha da Boa Vista",PT,-8.653101,-39.22397,"Abaré",BR,14.2,YES
784,"Ilha das Mulheres",MX,-20.115147,-48.34772,"Conceição das Alagoas",BR,22.7,YES
786,"Ilha de Páscoa",ES,-27.12593,-109.34959,"Hanga Roa",CL,8,YES
790,"Ilha do Fogo",PT,-17.233202,38.87909,"Micolene",MZ,67.1,NO (review)
791,"Ilha do Maio",PT,15.139574,-23.21182,"Vila do Maio",CV,0.2,YES
792,"Ilha do Mel",PT,-25.53453,-48.310745,"Paranaguá",BR,21.6,YES
793,"Ilha dos Cocos",FR,-23.200516,-44.58118,"Paraty",BR,13.6,YES
795,"Ilha Kish",PT,26.55778,54.01944,"Kīsh",IR,0,YES
796,"Ilhas Colombianas",CO,28.136677,-15.43334,"Centro",ES,1.1,YES
797,"Ilhas de Kerama",PT,48.023914,-4.095044,"Quimper",FR,3.1,YES
800,"Ilhas Salomão",GB,-8.705394,159.10707,"Buala",SB,82,NO (review)
819,"Iráklio",PT,35.33908,25.133284,"Irákleion",GR,1.5,YES
821,"Ischgl",PT,47.012024,10.291317,"Landeck",AT,25.2,YES
822,"Isfahan",PT,32.670788,51.665,"Isfahan",IR,2.2,YES
839,"Itapipoca",PT,-3.482383,-39.56556,"Itapipoca",BR,2,YES
840,"Itapira",PT,-22.436111,-46.821667,"Itapira",BR,0,YES
843,"Itarema",PT,-2.9224684,-39.91522,"Itarema",BR,0.2,YES
847,"Itatiba",PT,-23.005554,-46.83977,"Itatiba",BR,0.1,YES
849,"Itaúna",PT,-20.075556,-44.57639,"Itaúna",BR,0,YES
852,"Itobi",PT,-21.730852,-46.9743,"Itobi",BR,0.7,YES
856,"Itupeva",PT,-17.486542,-40.471535,"Medeiros Neto",BR,29.4,YES
857,"Ituzaingó",PT,-34.65833,-58.667145,"Castelar",AR,2.5,YES
865,"Jaguariaíva",PT,-24.25897,-49.72015,"Jaguariaíva",BR,2,YES
867,"Jakar",PT,2.0436838,111.49383,"Sarikei",MY,8.5,YES
877,"Jarinu",PT,-23.094965,-46.714855,"Jarinu",BR,1.6,YES
882,"Jijoca de Jericoacoara",PT,-2.8986278,-40.450607,"Jijoca de Jericoacoara",BR,0.4,YES
884,"Jinja",PT,0.5751567,33.28053,"Kakira",UG,7.5,YES
891,"Joliet",PT,41.52636,-88.08402,"Joliet",US,0.1,YES
893,"Jordânia",PT,31.166704,36.941628,"Qurayyat",SA,42.3,YES
899,"Junín de los Andes",PT,-39.950867,-71.070885,"Junín de los Andes",AR,0.4,YES
903,"Kabale",PT,-1.3359666,30.036886,"Kabale",UG,11,YES
904,"Tóquio/Kabukicho",PT,35.694542,139.70271,"Shinjuku",JP,0.6,YES
907,"Kandahar",PT,31.620573,65.71576,"Kandahār",AF,1,YES
910,"Kashan",PT,33.98765,51.442886,"Kashan",IR,1.5,YES
911,"Katmandu",PT,27.708317,85.32058,"Kathmandu",NP,0.7,YES
914,"Khaling",PT,34.333897,76.97767,"Leh",IN,58.8,NO (review)
921,"Kolonia",PT,50.938362,6.959974,"Altstadt Nord",DE,0.2,YES
924,"Koror",PT,7.343275,134.47667,"Koror Town",PW,0.3,YES
926,"Koure",PT,13.310915,2.57563,"Kollo",NE,25.6,YES
927,"Kourou",PT,14.485037,-4.9621453,"Ténenkou",ML,5.8,YES
940,"Laguna Yema",PT,-24.25395,-61.242302,"Ingeniero Guillermo N. Juárez",AR,73.7,NO (review)
942,"La Libertad",PT,-8,-78.5,"Otuzco",PE,14.4,YES
945,"Laos",TH,20.345524,100.0838,"Ban Khoan",LA,0.8,YES
948,"La Peñita de Jaltemba",PT,21.040699,-105.25026,"La Peñita de Jaltemba",MX,0.3,YES
950,"La Quiaca",PT,-22.104462,-65.596695,"La Quiaca",AR,0,YES
952,"Las Colimas",PT,34.144413,-117.75502,"La Verne",US,5,YES
958,"Lázaro Cardenas",PT,17.959476,-102.19866,"Ciudad Lázaro Cárdenas",MX,0.3,YES
967,"Lethem",BR,3.3749988,-59.795868,"Lethem",GY,0.5,YES
969,"Lhuentse",PT,27.66453,91.18831,"Lhuentse",BT,0.6,YES
976,"Linden",PT,33.012352,-94.36547,"Atlanta",US,21.9,YES
977,"Lindóia",PT,-2.90796,-59.05347,"Itacoatiara",BR,72.5,NO (review)
986,"Loncopué",PT,-38.073177,-70.61441,"Chos Malal",AR,83,NO (review)
990,"Loreto",PT,26.00979,-111.34525,"Loreto",MX,0.4,YES
997,"Louveira",PT,-23.08639,-46.95056,"Louveira",BR,0,YES
1004,"Luís Correia",PT,-2.8818164,-41.665844,"Luís Correia",BR,0.3,YES
1028,"Mahebourg",FR,-20.40806,57.7,"Mahébourg",MU,0,YES
1033,"Malargüe",PT,-35.46838,-69.58473,"San Rafael",AR,148.3,NO (review)
1039,"Mambucaba",PT,-23.025,-44.5175,"Angra dos Reis",BR,20.5,YES
1043,"Mandalay (cidade)",PT,21.959682,96.09487,"Mandalay",MM,2,YES
1052,"Maracanaú",PT,-3.8779438,-38.62477,"Maracanaú",BR,0.2,YES
1053,"Maradi",PT,13.501206,7.102534,"Maradi",NE,0.2,YES
1054,"Maranguape",PT,-3.9872894,-38.74877,"Maranguape",BR,12.8,YES
1057,"Marcote",CH,39.964516,-3.379113,"Ocaña",ES,10.2,YES
1070,"Mata-Utu",PT,-13.282042,-176.17403,"Mata-Utu",WF,0.1,YES
1072,"Matina Franca",PT,4.9284043,-52.332,"Cayenne",GF,1.1,YES
1073,"Matinhos",FR,-25.83219,-48.53966,"Matinhos",BR,0,YES
1084,"Melekeok",PT,7.4726014,134.75487,"Melekeok Village",PW,13.3,YES
1085,"Melgaço",PT,42.039192,-8.19663,"Celanova",ES,23.6,YES
1090,"Meruoca",PT,-3.539021,-40.45461,"Meruoca",BR,0.3,YES
1093,"Miami Beach",PT,25.79292,-80.1353,"Miami Beach",US,0.6,YES
1100,"Mingun",PT,22.041794,96.01882,"Mandalay",MM,10,YES
1110,"Mojave",PT,35.05247,-118.173965,"California City",US,19,YES
1115,"Mongar",PT,27.2763,91.23753,"Mongar",BT,0.3,YES
1122,"Monte Mor",PT,-22.945044,-47.312183,"Monte Mor",BR,0.4,YES
1126,"Monte Saint-Michel",PT,48.635525,-1.5102571,"Avranches",FR,12.5,YES
1130,"Monywa",PT,22.118217,95.13248,"Monywa",MM,1.1,YES
1132,"Morretes",PT,-25.47685,-48.83225,"Morretes",BR,0.2,YES
1135,"Morungaba",PT,-22.88,-46.79167,"Morungaba",BR,0.4,YES
1138,"Motuca",PT,-21.509586,-48.150383,"Rincão",BR,11.9,YES
1139,"Mount Olive (Illinois)",PT,39.07222,-89.72717,"Staunton",US,8.7,YES
1143,"Múrcia (cidade)",PT,37.99238,-1.1305431,"Murcia",ES,0.6,YES
1152,"Nalut",PT,31.863787,10.98279,"Nālūt",LY,0.5,YES
1167,"Nay Pyi Taw",PT,19.77533,96.10326,"Nay Pyi Taw",MM,4.4,YES
1169,"Nazaré Paulista",PT,-23.18193,-46.3993,"Nazaré Paulista",BR,0.4,YES
1178,"Nicósia (Norte)",PT,35.21165,33.33119,"Ágios Dométios",CY,4.3,YES
1184,"Nouadhibou",PT,20.912704,-17.05031,"Nouadhibou",MR,3.5,YES
1188,"Nova Erechim",PT,-26.90277,-52.907127,"Nova Erechim",BR,0.1,YES
1190,"Nova Odessa",PT,47.310997,31.773973,"Nova Odesa",UA,0.4,YES
1203,"Novo Laredo",PT,-19.80238,-44.00698,"Ribeirão das Neves",BR,9.2,YES
1204,"Nuevo Vallarta",PT,20.702757,-105.28851,"Las Jarretaderas",MX,1.9,YES
1214,"Ocara",PT,-4.4910655,-38.59648,"Ocara",BR,0,YES
1224,"Oriente Médio",PT,2.5224605,-76.39219,"Silvia",CO,10.4,YES
1225,"Orizaba",PT,18.849737,-97.106,"Orizaba",MX,0.7,YES
1236,"Otacílio Costa",PT,-27.48323,-50.119522,"Otacílio Costa",BR,0.2,YES
1239,"Oualata",PT,17.300474,-7.0258083,"Oualata",MR,0.4,YES
1261,"Países Bálticos",PT,56.917202,24.225681,"Dreiliņi",LV,3.1,YES
1262,"Pakwach",PT,2.460898,31.498716,"Pakwach",UG,0.3,YES
1263,"Palenque",PT,17.453161,-91.812126,"Palenque",MX,19,YES
1265,"Palestina",DE,-1.631898,-79.92733,"Colimes",EC,13.4,YES
1267,"Palikir",PT,6.920744,158.16272,"Palikir",FM,0.5,YES
1268,"Palma de Mallorca",PT,39.56958,2.6500745,"Palma",ES,0,YES
1273,"Panmunjeom",KR,37.955868,126.67701,"Kaesŏng",KP,10.9,YES
1275,"Pantanal",BR,-17.675068,-57.455338,"Puerto Quijarro",BO,35.1,YES
1276,"Papantla",PT,20.44675,-97.32279,"Papantla de Olarte",MX,0.2,YES
1278,"Paracuru",PT,-3.41436,-39.03003,"Paracuru",BR,0.5,YES
1279,"Paraguarí",PT,-25.62035,-57.150513,"Paraguarí",PY,0.3,YES
1281,"Paraipaba",PT,-3.437987,-39.14787,"Paraipaba",BR,0.2,YES
1289,"Paraúna",PT,-16.949594,-50.4473,"Paraúna",BR,0.2,YES
1301,"Parque de uKhahlamba Drakensberg",PT,-28.200449,30.15621,"Glencoe",ZA,2.6,YES
1302,"Parque Estadual da Serra do Tabuleiro",PT,-27.962252,-48.82168,"Paulo Lopes",BR,13.6,YES
1304,"Parque Estadual de Vila Velha",PT,-25.232994,-50.0117,"Ponta Grossa",BR,21.5,YES
1312,"Parque Nacional da Floresta de Kibale",PT,0.8,31.06667,"Kibale",UG,0,YES
1320,"Parque Nacional de Comoé",PT,5.1477404,-3.1658762,"Assinie-Mafia",CI,13.9,YES
1321,"Parque Nacional de Garamba",PT,12.104069,-86.2905,"Managua",NI,5.4,YES
1322,"Parque Nacional de Gorilas de Mgahinga",PT,54.84213,-5.11632,"Stranraer",GB,8.8,YES
1323,"Parque Nacional de Kahuzi-Biega",PT,54.84213,-5.11632,"Stranraer",GB,8.8,YES
1324,"Parque Nacional de Kakum",PT,12.104069,-86.2905,"Managua",NI,5.4,YES
1325,"Parque Nacional de Luangwa Sul",PT,54.84213,-5.11632,"Stranraer",GB,8.8,YES
1326,"Parque Nacional de Manovo-Gounda St. Floris",PT,50.62824,2.57045,"Merville",FR,5.3,YES
1328,"Parque Nacional de Mole",PT,45.15673,7.16957,"Bussoleno",IT,2.7,YES
1329,"Parque Nacional de Murchison Falls",PT,2.27653,31.68908,"Pakwach",UG,29.7,YES
1330,"Parque Nacional de Nahanni",PT,12.104069,-86.2905,"Managua",NI,5.4,YES
1331,"Parque Nacional de Niokolo-Koba",PT,13.07712,-12.72712,"Youkounkoun",GN,74.3,NO (review)
1332,"Parque Nacional dos Lagos de Plitvice",HR,46.67196,15.92369,"Apače",SI,3.1,YES
1333,"Parque Nacional de Queen Elizabeth",PT,52.10377,-106.65574,"Nutana Sector",CA,1.3,YES
1334,"Parque Nacional de Rwenzori",PT,12.104069,-86.2905,"Managua",NI,5.4,YES
1335,"Parque Nacional de Salonga",PT,12.104069,-86.2905,"Managua",NI,5.4,YES
1336,"Parque Nacional de Sete Cidades",PT,-4.0981245,-41.715492,"Piracuruca",BR,18.9,YES
1337,"Parque Nacional de Simien",PT,12.104069,-86.2905,"Managua",NI,5.4,YES
1338,"Parque Nacional de Taï",PT,42.57127,0.9599368,"Vielha",ES,19.8,YES
1339,"Parque Nacional de Tassili n'Ajjer",PT,54.84213,-5.11632,"Stranraer",GB,8.8,YES
1340,"Parque Nacional de Ubajara",PT,-3.7693393,-40.8879,"Frecheirinha",BR,8,YES
1341,"Parque Nacional de Virunga",PT,-0.3470599,29.5388,"Lubero",CD,39.4,YES
1344,"Parque Nacional do Banco de Arguim",PT,54.84213,-5.11632,"Stranraer",GB,8.8,YES
1347,"Parque Nacional do Lago Malawi",PT,-14.059423,34.887222,"Monkey Bay",MW,4.1,YES
1348,"Parque Nacional dos Everglades",PT,-23.35102,-51.210014,"Londrina",BR,6.6,YES
1349,"Parque Nacional do Vale de Kidepo",PT,-22.467604,-44.584522,"Itatiaia",BR,3.8,YES
1350,"Parque Nacional Impenetrável de Bwindi",PT,-1.08056,29.66139,"Kanungu",UG,19.8,YES
1351,"Parque Nacional Marinho de St. Anne",PT,41.02503,-87.71392,"Kankakee",US,16.2,YES
1353,"Parque Nacional W",PT,-28.019934,-58.07309,"Mburucuyá",AR,15.5,YES
1368,"Parque Provincial dos Dinossauros",PT,-25.336777,-49.442375,"Campo Magro",BR,3.7,YES
1369,"Parque Transfronteiriço de Ai-Ais/Richtersveld",PT,-28.76823,17.05955,"Aussenkehr",NA,56.8,NO (review)
1370,"Paso de los Libres",PT,-29.713657,-57.086136,"Paso de los Libres",AR,0.2,YES
1374,"Pato Branco",PT,-26.229599,-52.671246,"Pato Branco",BR,0.1,YES
1376,"Patzcuaro",PT,19.51368,-101.60996,"Pátzcuaro",MX,0.1,YES
1381,"Pedra de Lume (Ilha do Sal)",PT,16.76376,-22.89349,"Espargos",CV,5.5,YES
1387,"Penha",PT,-26.775417,-48.646526,"Penha",BR,0.7,YES
1391,"Perito Moreno",US,-46.591587,-70.92552,"Sarmiento",AR,181.6,NO (review)
1393,"Pérouges",PT,45.903427,5.1794605,"Meximieux",FR,1.6,YES
1400,"Phuentsholing",PT,26.86396,89.383736,"Phuntsholing",BT,1.4,YES
1403,"Picos",PT,-10.631535,-39.900948,"Itiúba",BR,8.5,YES
1404,"Piedade",PT,15.523768,73.898674,"Chimbel",IN,4.3,YES
1409,"Pinhalzinho",PT,-22.782434,-46.59017,"Pinhalzinho",BR,0.3,YES
1417,"Pirassununga",PT,-21.998047,-47.428085,"Pirassununga",BR,0.3,YES
1442,"Port Louis",AU,-20.16194,57.49889,"Port Louis",MU,0,YES
1476,"Puerto Baquerizo Moreno",PT,-0.902599,-89.61019,"Puerto Baquerizo Moreno",EC,0.1,YES
1482,"Puerto Montt",PT,-41.471798,-72.93959,"Puerto Montt",CL,0.4,YES
1483,"Puerto Peñasco",PT,31.317087,-113.53182,"Puerto Peñasco",MX,0.6,YES
1487,"Puerto Velasco Ibarra",PT,-1.2751142,-90.48654,"Puerto Ayora",EC,62.5,NO (review)
1488,"Puerto Villamil",PT,-0.9561112,-90.96558,"Puerto Ayora",EC,76.3,NO (review)
1499,"Quellón",PT,-43.12003,-73.6203,"Quellón",CL,0.4,YES
1503,"Puerto Quijarro",PT,-19.004408,-57.71571,"Corumbá",BR,6.6,YES
1507,"Quixadá",PT,-4.965481,-39.01094,"Quixadá",BR,0.8,YES
1508,"Quixelô",PT,-6.251124,-39.199547,"Quixelô",BR,0.5,YES
1509,"Quixeramobim",PT,-5.2028627,-39.32996,"Quixeramobim",BR,4.1,YES
1512,"Rarotonga",PT,-21.236832,-159.77748,"Avarua",CK,3.3,YES
1518,"Reconquista",PT,-29.144348,-59.643772,"Reconquista",AR,0.9,YES
1520,"Região Floral do Cabo",PT,-8.28333,-35.03333,"Cabo de Santo Agostinho",BR,0.7,YES
1527,"Reserva da Natureza do Vallée de Mai",PT,-4.332,55.74007,"Baie Sainte Anne",SC,2,YES
1528,"Reserva de Caça Ajai",PT,-38.96681,-71.64653,"Cunco",CL,33.5,YES
1530,"Reserva de Fauna dos Ocapis",PT,1.720928,28.523476,"Wamba",CD,75.6,NO (review)
1531,"Reserva de Shai Hills",PT,5.90838,0.06144,"Akropong",GH,17.8,YES
1537,"Reserva Natural das Lagoas de Santo André e de Santa Sancha",PT,45.60634,9.30797,"Villasanta",IT,0,YES
