en_name;wikidata_id;filename;es;fr;de;it;en;pt;nl;ru;ja;zh;ar;pl;sv;he;el;ro;tr;id;vi;th;ko;cs;da;no;fi;hu;uk;fa;bn;hi
Dominica;Q784;;https://es.wikivoyage.org/wiki/Dominica;https://fr.wikivoyage.org/wiki/Dominique;https://de.wikivoyage.org/wiki/Dominica;https://it.wikivoyage.org/wiki/Dominica;https://en.wikivoyage.org/wiki/Dominica;https://pt.wikivoyage.org/wiki/Dominica;https://nl.wikivoyage.org/wiki/Dominica;https://ru.wikivoyage.org/wiki/%D0%94%D0%BE%D0%BC%D0%B8%D0%BD%D0%B8%D0%BA%D0%B0;https://ja.wikivoyage.org/wiki/%E3%83%89%E3%83%9F%E3%83%8B%E3%82%AB%E5%9B%BD;https://zh.wikivoyage.org/wiki/%E5%A4%9A%E7%B1%B3%E5%B0%BC%E5%85%8B;;https://pl.wikivoyage.org/wiki/Dominika;https://sv.wikivoyage.org/wiki/Dominica;https://he.wikivoyage.org/wiki/%D7%93%D7%95%D7%9E%D7%99%D7%A0%D7%99%D7%A7%D7%94;https://el.wikivoyage.org/wiki/%CE%9D%CF%84%CE%BF%CE%BC%CE%AF%CE%BD%CE%B9%CE%BA%CE%B1;;;;https://vi.wikivoyage.org/wiki/Dominica;;;https://cs.wikivoyage.org/wiki/Dominika;;;https://fi.wikivoyage.org/wiki/Dominica;;https://uk.wikivoyage.org/wiki/%D0%94%D0%BE%D0%BC%D1%96%D0%BD%D1%96%D0%BA%D0%B0;https://fa.wikivoyage.org/wiki/%D8%AF%D9%88%D9%85%DB%8C%D9%86%DB%8C%DA%A9%D8%A7;https://bn.wikivoyage.org/wiki/%E0%A6%A1%E0%A6%AE%E0%A6%BF%E0%A6%A8%E0%A6%BF%E0%A6%95%E0%A6%BE;
Dominican Republic;Q786;;https://es.wikivoyage.org/wiki/Rep%C3%BAblica_Dominicana;https://fr.wikivoyage.org/wiki/R%C3%A9publique_dominicaine;https://de.wikivoyage.org/wiki/Dominikanische_Republik;https://it.wikivoyage.org/wiki/Repubblica_Dominicana;https://en.wikivoyage.org/wiki/Dominican_Republic;https://pt.wikivoyage.org/wiki/Rep%C3%BAblica_Dominicana;https://nl.wikivoyage.org/wiki/Dominicaanse_Republiek;https://ru.wikivoyage.org/wiki/%D0%94%D0%BE%D0%BC%D0%B8%D0%BD%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0;https://ja.wikivoyage.org/wiki/%E3%83%89%E3%83%9F%E3%83%8B%E3%82%AB%E5%85%B1%E5%92%8C%E5%9B%BD;https://zh.wikivoyage.org/wiki/%E5%A4%9A%E7%B1%B3%E5%B0%BC%E5%8A%A0;;https://pl.wikivoyage.org/wiki/Dominikana;https://sv.wikivoyage.org/wiki/Dominikanska_republiken;https://he.wikivoyage.org/wiki/%D7%94%D7%A8%D7%A4%D7%95%D7%91%D7%9C%D7%99%D7%A7%D7%94_%D7%94%D7%93%D7%95%D7%9E%D7%99%D7%A0%D7%99%D7%A7%D7%A0%D7%99%D7%AA;https://el.wikivoyage.org/wiki/%CE%94%CE%BF%CE%BC%CE%B9%CE%BD%CE%B9%CE%BA%CE%B1%CE%BD%CE%AE_%CE%94%CE%B7%CE%BC%CE%BF%CE%BA%CF%81%CE%B1%CF%84%CE%AF%CE%B1;;;;https://vi.wikivoyage.org/wiki/C%E1%BB%99ng_h%C3%B2a_Dominica;;;https://cs.wikivoyage.org/wiki/Dominik%C3%A1nsk%C3%A1_republika;;;https://fi.wikivoyage.org/wiki/Dominikaaninen_tasavalta;;https://uk.wikivoyage.org/wiki/%D0%94%D0%BE%D0%BC%D1%96%D0%BD%D1%96%D0%BA%D0%B0%D0%BD%D1%81%D1%8C%D0%BA%D0%B0_%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D1%96%D0%BA%D0%B0;https://fa.wikivoyage.org/wiki/%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%AF%D9%88%D9%85%DB%8C%D9%86%DB%8C%DA%A9%D9%86;https://bn.wikivoyage.org/wiki/%E0%A6%A1%E0%A7%8B%E0%A6%AE%E0%A6%BF%E0%A6%A8%E0%A6%BF%E0%A6%95%E0%A6%BE%E0%A6%A8_%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%9C%E0%A6%BE%E0%A6%A4%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A7%8D%E0%A6%B0;
Ecuador;Q736;;https://es.wikivoyage.org/wiki/Ecuador;https://fr.wikivoyage.org/wiki/%C3%89quateur;https://de.wikivoyage.org/wiki/Ecuador;https://it.wikivoyage.org/wiki/Ecuador;https://en.wikivoyage.org/wiki/Ecuador;https://pt.wikivoyage.org/wiki/Equador;https://nl.wikivoyage.org/wiki/Ecuador;https://ru.wikivoyage.org/wiki/%D0%AD%D0%BA%D0%B2%D0%B0%D0%B4%D0%BE%D1%80;https://ja.wikivoyage.org/wiki/%E3%82%A8%E3%82%AF%E3%82%A2%E3%83%89%E3%83%AB;https://zh.wikivoyage.org/wiki/%E5%8E%84%E7%93%9C%E5%A4%9A%E5%B0%94;;https://pl.wikivoyage.org/wiki/Ekwador;https://sv.wikivoyage.org/wiki/Ecuador;https://he.wikivoyage.org/wiki/%D7%90%D7%A7%D7%95%D7%95%D7%93%D7%95%D7%A8;https://el.wikivoyage.org/wiki/%CE%99%CF%83%CE%B7%CE%BC%CE%B5%CF%81%CE%B9%CE%BD%CF%8C%CF%82;https://ro.wikivoyage.org/wiki/Ecuador;https://tr.wikivoyage.org/wiki/Ekvador;https://id.wikivoyage.org/wiki/Ekuador;https://vi.wikivoyage.org/wiki/Ecuador;;;https://cs.wikivoyage.org/wiki/Ekv%C3%A1dor;;;https://fi.wikivoyage.org/wiki/Ecuador;;https://uk.wikivoyage.org/wiki/%D0%95%D0%BA%D0%B2%D0%B0%D0%B4%D0%BE%D1%80;https://fa.wikivoyage.org/wiki/%D8%A7%DA%A9%D9%88%D8%A7%D8%AF%D9%88%D8%B1;https://bn.wikivoyage.org/wiki/%E0%A6%87%E0%A6%95%E0%A7%81%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%A1%E0%A6%B0;
Egypt;Q79;;https://es.wikivoyage.org/wiki/Egipto;https://fr.wikivoyage.org/wiki/%C3%89gypte;https://de.wikivoyage.org/wiki/%C3%84gypten;https://it.wikivoyage.org/wiki/Egitto;https://en.wikivoyage.org/wiki/Egypt;https://pt.wikivoyage.org/wiki/Egito;https://nl.wikivoyage.org/wiki/Egypte;https://ru.wikivoyage.org/wiki/%D0%95%D0%B3%D0%B8%D0%BF%D0%B5%D1%82;https://ja.wikivoyage.org/wiki/%E3%82%A8%E3%82%B8%E3%83%97%E3%83%88;https://zh.wikivoyage.org/wiki/%E5%9F%83%E5%8F%8A;;https://pl.wikivoyage.org/wiki/Egipt;https://sv.wikivoyage.org/wiki/Egypten;https://he.wikivoyage.org/wiki/%D7%9E%D7%A6%D7%A8%D7%99%D7%9D;https://el.wikivoyage.org/wiki/%CE%91%CE%AF%CE%B3%CF%85%CF%80%CF%84%CE%BF%CF%82;https://ro.wikivoyage.org/wiki/Egipt;https://tr.wikivoyage.org/wiki/M%C4%B1s%C4%B1r;https://id.wikivoyage.org/wiki/Mesir;https://vi.wikivoyage.org/wiki/Ai_C%E1%BA%ADp;;;https://cs.wikivoyage.org/wiki/Egypt;;;https://fi.wikivoyage.org/wiki/Egypti;;https://uk.wikivoyage.org/wiki/%D0%84%D0%B3%D0%B8%D0%BF%D0%B5%D1%82;https://fa.wikivoyage.org/wiki/%D9%85%D8%B5%D8%B1;https://bn.wikivoyage.org/wiki/%E0%A6%AE%E0%A6%BF%E0%A6%B6%E0%A6%B0;
El Salvador;Q792;;https://es.wikivoyage.org/wiki/El_Salvador;https://fr.wikivoyage.org/wiki/Salvador_%28pays%29;https://de.wikivoyage.org/wiki/El_Salvador;https://it.wikivoyage.org/wiki/El_Salvador;https://en.wikivoyage.org/wiki/El_Salvador;https://pt.wikivoyage.org/wiki/El_Salvador;https://nl.wikivoyage.org/wiki/El_Salvador;https://ru.wikivoyage.org/wiki/%D0%A1%D0%B0%D0%BB%D1%8C%D0%B2%D0%B0%D0%B4%D0%BE%D1%80;https://ja.wikivoyage.org/wiki/%E3%82%A8%E3%83%AB%E3%82%B5%E3%83%AB%E3%83%90%E3%83%89%E3%83%AB;https://zh.wikivoyage.org/wiki/%E8%96%A9%E7%88%BE%E7%93%A6%E5%A4%9A;;https://pl.wikivoyage.org/wiki/Salwador;https://sv.wikivoyage.org/wiki/El_Salvador;https://he.wikivoyage.org/wiki/%D7%90%D7%9C_%D7%A1%D7%9C%D7%95%D7%95%D7%93%D7%95%D7%A8;https://el.wikivoyage.org/wiki/%CE%95%CE%BB_%CE%A3%CE%B1%CE%BB%CE%B2%CE%B1%CE%B4%CF%8C%CF%81;;https://tr.wikivoyage.org/wiki/El_Salvador;;https://vi.wikivoyage.org/wiki/El_Salvador;;;https://cs.wikivoyage.org/wiki/Salvador;;;https://fi.wikivoyage.org/wiki/El_Salvador;;https://uk.wikivoyage.org/wiki/%D0%A1%D0%B0%D0%BB%D1%8C%D0%B2%D0%B0%D0%B4%D0%BE%D1%80;https://fa.wikivoyage.org/wiki/%D8%A7%D9%84%D8%B3%D8%A7%D9%84%D9%88%D8%A7%D8%AF%D9%88%D8%B1;https://bn.wikivoyage.org/wiki/%E0%A6%8F%E0%A6%B2_%E0%A6%B8%E0%A6%BE%E0%A6%B2%E0%A6%AD%E0%A6%BE%E0%A6%A6%E0%A7%8B%E0%A6%B0;
Equatorial Guinea;Q983;;https://es.wikivoyage.org/wiki/Guinea_Ecuatorial;https://fr.wikivoyage.org/wiki/Guin%C3%A9e_%C3%A9quatoriale;https://de.wikivoyage.org/wiki/%C3%84quatorialguinea;https://it.wikivoyage.org/wiki/Guinea_Equatoriale;https://en.wikivoyage.org/wiki/Equatorial_Guinea;https://pt.wikivoyage.org/wiki/Guin%C3%A9_Equatorial;https://nl.wikivoyage.org/wiki/Equatoriaal-Guinea;https://ru.wikivoyage.org/wiki/%D0%AD%D0%BA%D0%B2%D0%B0%D1%82%D0%BE%D1%80%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F_%D0%93%D0%B2%D0%B8%D0%BD%D0%B5%D1%8F;https://ja.wikivoyage.org/wiki/%E8%B5%A4%E9%81%93%E3%82%AE%E3%83%8B%E3%82%A2;https://zh.wikivoyage.org/wiki/%E8%B5%A4%E9%81%93%E5%87%A0%E5%86%85%E4%BA%9A;;https://pl.wikivoyage.org/wiki/Gwinea_R%C3%B3wnikowa;https://sv.wikivoyage.org/wiki/Ekvatorialguinea;https://he.wikivoyage.org/wiki/%D7%92%D7%99%D7%A0%D7%90%D7%94_%D7%94%D7%9E%D7%A9%D7%95%D7%95%D7%A0%D7%99%D7%AA;https://el.wikivoyage.org/wiki/%CE%99%CF%83%CE%B7%CE%BC%CE%B5%CF%81%CE%B9%CE%BD%CE%AE_%CE%93%CE%BF%CF%85%CE%B9%CE%BD%CE%AD%CE%B1;;;https://id.wikivoyage.org/wiki/Guinea_Khatulistiwa;https://vi.wikivoyage.org/wiki/Guinea_X%C3%ADch_%C4%90%E1%BA%A1o;;;https://cs.wikivoyage.org/wiki/Rovn%C3%ADkov%C3%A1_Guinea;;;https://fi.wikivoyage.org/wiki/P%C3%A4iv%C3%A4ntasaajan_Guinea;;https://uk.wikivoyage.org/wiki/%D0%95%D0%BA%D0%B2%D0%B0%D1%82%D0%BE%D1%80%D1%96%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0_%D0%93%D0%B2%D1%96%D0%BD%D0%B5%D1%8F;https://fa.wikivoyage.org/wiki/%DA%AF%DB%8C%D9%86%D9%87_%D8%A7%D8%B3%D8%AA%D9%88%D8%A7%DB%8C%DB%8C;https://bn.wikivoyage.org/wiki/%E0%A6%AC%E0%A6%BF%E0%A6%B7%E0%A7%81%E0%A6%AC%E0%A7%80%E0%A6%AF%E0%A6%BC_%E0%A6%97%E0%A6%BF%E0%A6%A8%E0%A6%BF;
Eritrea;Q986;;https://es.wikivoyage.org/wiki/Eritrea;https://fr.wikivoyage.org/wiki/%C3%89rythr%C3%A9e;https://de.wikivoyage.org/wiki/Eritrea;https://it.wikivoyage.org/wiki/Eritrea;https://en.wikivoyage.org/wiki/Eritrea;https://pt.wikivoyage.org/wiki/Eritreia;https://nl.wikivoyage.org/wiki/Eritrea;https://ru.wikivoyage.org/wiki/%D0%AD%D1%80%D0%B8%D1%82%D1%80%D0%B5%D1%8F;;https://zh.wikivoyage.org/wiki/%E5%8E%84%E7%AB%8B%E7%89%B9%E9%87%8C%E4%BA%9A;;https://pl.wikivoyage.org/wiki/Erytrea;https://sv.wikivoyage.org/wiki/Eritrea;https://he.wikivoyage.org/wiki/%D7%90%D7%A8%D7%99%D7%AA%D7%A8%D7%99%D7%90%D7%94;https://el.wikivoyage.org/wiki/%CE%95%CF%81%CF%85%CE%B8%CF%81%CE%B1%CE%AF%CE%B1;;;https://id.wikivoyage.org/wiki/Eritrea;https://vi.wikivoyage.org/wiki/Eritrea;;;https://cs.wikivoyage.org/wiki/Eritrea;;;https://fi.wikivoyage.org/wiki/Eritrea;;https://uk.wikivoyage.org/wiki/%D0%95%D1%80%D0%B8%D1%82%D1%80%D0%B5%D1%8F;https://fa.wikivoyage.org/wiki/%D8%A7%D8%B1%DB%8C%D8%AA%D8%B1%D9%87;https://bn.wikivoyage.org/wiki/%E0%A6%87%E0%A6%B0%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE;
Estonia;Q191;;https://es.wikivoyage.org/wiki/Estonia;https://fr.wikivoyage.org/wiki/Estonie;https://de.wikivoyage.org/wiki/Estland;https://it.wikivoyage.org/wiki/Estonia;https://en.wikivoyage.org/wiki/Estonia;https://pt.wikivoyage.org/wiki/Est%C3%B4nia;https://nl.wikivoyage.org/wiki/Estland;https://ru.wikivoyage.org/wiki/%D0%AD%D1%81%D1%82%D0%BE%D0%BD%D0%B8%D1%8F;https://ja.wikivoyage.org/wiki/%E3%82%A8%E3%82%B9%E3%83%88%E3%83%8B%E3%82%A2;https://zh.wikivoyage.org/wiki/%E7%88%B1%E6%B2%99%E5%B0%BC%E4%BA%9A;;https://pl.wikivoyage.org/wiki/Estonia;https://sv.wikivoyage.org/wiki/Estland;https://he.wikivoyage.org/wiki/%D7%90%D7%A1%D7%98%D7%95%D7%A0%D7%99%D7%94;https://el.wikivoyage.org/wiki/%CE%95%CF%83%CE%B8%CE%BF%CE%BD%CE%AF%CE%B1;https://ro.wikivoyage.org/wiki/Estonia;https://tr.wikivoyage.org/wiki/Estonya;https://id.wikivoyage.org/wiki/Estonia;https://vi.wikivoyage.org/wiki/Estonia;;;https://cs.wikivoyage.org/wiki/Estonsko;;;https://fi.wikivoyage.org/wiki/Viro;;https://uk.wikivoyage.org/wiki/%D0%95%D1%81%D1%82%D0%BE%D0%BD%D1%96%D1%8F;https://fa.wikivoyage.org/wiki/%D8%A7%D8%B3%D8%AA%D9%88%D9%86%DB%8C;https://bn.wikivoyage.org/wiki/%E0%A6%8F%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A7%8B%E0%A6%A8%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE;
Eswatini;Q1050;;https://es.wikivoyage.org/wiki/Esuatini;https://fr.wikivoyage.org/wiki/Eswatini;https://de.wikivoyage.org/wiki/Eswatini;https://it.wikivoyage.org/wiki/ESwatini;https://en.wikivoyage.org/wiki/Eswatini;https://pt.wikivoyage.org/wiki/Essuat%C3%ADni;https://nl.wikivoyage.org/wiki/Swaziland;https://ru.wikivoyage.org/wiki/%D0%A1%D0%B2%D0%B0%D0%B7%D0%B8%D0%BB%D0%B5%D0%BD%D0%B4;https://ja.wikivoyage.org/wiki/%E3%82%A8%E3%82%B9%E3%83%AF%E3%83%86%E3%82%A3%E3%83%8B;https://zh.wikivoyage.org/wiki/%E6%96%AF%E5%A8%81%E5%A3%AB%E5%85%B0;;https://pl.wikivoyage.org/wiki/Eswatini;https://sv.wikivoyage.org/wiki/Swaziland;https://he.wikivoyage.org/wiki/%D7%90%D7%A1%D7%95%D7%95%D7%90%D7%98%D7%99%D7%A0%D7%99;https://el.wikivoyage.org/wiki/%CE%95%CF%83%CE%BF%CF%85%CE%B1%CF%84%CE%AF%CE%BD%CE%B9;https://ro.wikivoyage.org/wiki/Eswatini;;https://id.wikivoyage.org/wiki/Eswatini;https://vi.wikivoyage.org/wiki/Eswatini;;;https://cs.wikivoyage.org/wiki/Eswatini;;;https://fi.wikivoyage.org/wiki/Swazimaa;;https://uk.wikivoyage.org/wiki/%D0%95%D1%81%D0%B2%D0%B0%D1%82%D1%96%D0%BD%D1%96;https://fa.wikivoyage.org/wiki/%D8%B3%D9%88%D8%A7%D8%B2%DB%8C%D9%84%D9%86%D8%AF;https://bn.wikivoyage.org/wiki/%E0%A6%87%E0%A6%B8%E0%A6%93%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%A4%E0%A6%BF%E0%A6%A8%E0%A6%BF;
Ethiopia;Q115;;https://es.wikivoyage.org/wiki/Etiop%C3%ADa;https://fr.wikivoyage.org/wiki/%C3%89thiopie;https://de.wikivoyage.org/wiki/%C3%84thiopien;https://it.wikivoyage.org/wiki/Etiopia;https://en.wikivoyage.org/wiki/Ethiopia;https://pt.wikivoyage.org/wiki/Eti%C3%B3pia;https://nl.wikivoyage.org/wiki/Ethiopi%C3%AB;https://ru.wikivoyage.org/wiki/%D0%AD%D1%84%D0%B8%D0%BE%D0%BF%D0%B8%D1%8F;https://ja.wikivoyage.org/wiki/%E3%82%A8%E3%83%81%E3%82%AA%E3%83%94%E3%82%A2;https://zh.wikivoyage.org/wiki/%E5%9F%83%E5%A1%9E%E4%BF%84%E6%AF%94%E4%BA%9A;;https://pl.wikivoyage.org/wiki/Etiopia;https://sv.wikivoyage.org/wiki/Etiopien;https://he.wikivoyage.org/wiki/%D7%90%D7%AA%D7%99%D7%95%D7%A4%D7%99%D7%94;https://el.wikivoyage.org/wiki/%CE%91%CE%B9%CE%B8%CE%B9%CE%BF%CF%80%CE%AF%CE%B1;;;https://id.wikivoyage.org/wiki/Etiopia;https://vi.wikivoyage.org/wiki/Ethiopia;;;https://cs.wikivoyage.org/wiki/Etiopie;;;https://fi.wikivoyage.org/wiki/Etiopia;;https://uk.wikivoyage.org/wiki/%D0%95%D1%84%D1%96%D0%BE%D0%BF%D1%96%D1%8F;https://fa.wikivoyage.org/wiki/%D8%A7%D8%AA%DB%8C%D9%88%D9%BE%DB%8C;https://bn.wikivoyage.org/wiki/%E0%A6%87%E0%A6%A5%E0%A6%BF%E0%A6%93%E0%A6%AA%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE;
Fiji;Q712;;https://es.wikivoyage.org/wiki/Fiyi;https://fr.wikivoyage.org/wiki/Fidji;https://de.wikivoyage.org/wiki/Fidschi;https://it.wikivoyage.org/wiki/Figi;https://en.wikivoyage.org/wiki/Fiji;https://pt.wikivoyage.org/wiki/Fiji;https://nl.wikivoyage.org/wiki/Fiji;https://ru.wikivoyage.org/wiki/%D0%A4%D0%B8%D0%B4%D0%B6%D0%B8;https://ja.wikivoyage.org/wiki/%E3%83%95%E3%82%A3%E3%82%B8%E3%83%BC;https://zh.wikivoyage.org/wiki/%E6%96%90%E6%B5%8E;;https://pl.wikivoyage.org/wiki/Fid%C5%BCi;https://sv.wikivoyage.org/wiki/Fiji;https://he.wikivoyage.org/wiki/%D7%A4%D7%99%D7%92%27%D7%99;https://el.wikivoyage.org/wiki/%CE%A6%CE%AF%CF%84%CE%B6%CE%B9;;;;https://vi.wikivoyage.org/wiki/Fiji;;;https://cs.wikivoyage.org/wiki/Fid%C5%BEi;;;https://fi.wikivoyage.org/wiki/Fid%C5%BEi;;https://uk.wikivoyage.org/wiki/%D0%A4%D1%96%D0%B4%D0%B6%D1%96;https://fa.wikivoyage.org/wiki/%D9%81%DB%8C%D8%AC%DB%8C;https://bn.wikivoyage.org/wiki/%E0%A6%AB%E0%A6%BF%E0%A6%9C%E0%A6%BF;
Finland;Q33;;https://es.wikivoyage.org/wiki/Finlandia;https://fr.wikivoyage.org/wiki/Finlande;https://de.wikivoyage.org/wiki/Finnland;https://it.wikivoyage.org/wiki/Finlandia;https://en.wikivoyage.org/wiki/Finland;https://pt.wikivoyage.org/wiki/Finl%C3%A2ndia;https://nl.wikivoyage.org/wiki/Finland;https://ru.wikivoyage.org/wiki/%D0%A4%D0%B8%D0%BD%D0%BB%D1%8F%D0%BD%D0%B4%D0%B8%D1%8F;https://ja.wikivoyage.org/wiki/%E3%83%95%E3%82%A3%E3%83%B3%E3%83%A9%E3%83%B3%E3%83%89;https://zh.wikivoyage.org/wiki/%E8%8A%AC%E5%85%B0;;https://pl.wikivoyage.org/wiki/Finlandia;https://sv.wikivoyage.org/wiki/Finland;https://he.wikivoyage.org/wiki/%D7%A4%D7%99%D7%A0%D7%9C%D7%A0%D7%93;https://el.wikivoyage.org/wiki/%CE%A6%CE%B9%CE%BD%CE%BB%CE%B1%CE%BD%CE%B4%CE%AF%CE%B1;https://ro.wikivoyage.org/wiki/Finlanda;https://tr.wikivoyage.org/wiki/Finlandiya;https://id.wikivoyage.org/wiki/Finlandia;https://vi.wikivoyage.org/wiki/Ph%E1%BA%A7n_Lan;;;https://cs.wikivoyage.org/wiki/Finsko;;;https://fi.wikivoyage.org/wiki/Suomi;;https://uk.wikivoyage.org/wiki/%D0%A4%D1%96%D0%BD%D0%BB%D1%8F%D0%BD%D0%B4%D1%96%D1%8F;https://fa.wikivoyage.org/wiki/%D9%81%D9%86%D9%84%D8%A7%D9%86%D8%AF;https://bn.wikivoyage.org/wiki/%E0%A6%AB%E0%A6%BF%E0%A6%A8%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A1;
France;Q142;;https://es.wikivoyage.org/wiki/Francia;https://fr.wikivoyage.org/wiki/France;https://de.wikivoyage.org/wiki/Frankreich;https://it.wikivoyage.org/wiki/Francia;https://en.wikivoyage.org/wiki/France;https://pt.wikivoyage.org/wiki/Fran%C3%A7a;https://nl.wikivoyage.org/wiki/Frankrijk;https://ru.wikivoyage.org/wiki/%D0%A4%D1%80%D0%B0%D0%BD%D1%86%D0%B8%D1%8F;https://ja.wikivoyage.org/wiki/%E3%83%95%E3%83%A9%E3%83%B3%E3%82%B9;https://zh.wikivoyage.org/wiki/%E6%B3%95%E5%9B%BD;;https://pl.wikivoyage.org/wiki/Francja;https://sv.wikivoyage.org/wiki/Frankrike;https://he.wikivoyage.org/wiki/%D7%A6%D7%A8%D7%A4%D7%AA;https://el.wikivoyage.org/wiki/%CE%93%CE%B1%CE%BB%CE%BB%CE%AF%CE%B1;https://ro.wikivoyage.org/wiki/Fran%C8%9Ba;https://tr.wikivoyage.org/wiki/Fransa;https://id.wikivoyage.org/wiki/Perancis;https://vi.wikivoyage.org/wiki/Ph%C3%A1p;;;https://cs.wikivoyage.org/wiki/Francie;;;https://fi.wikivoyage.org/wiki/Ranska;;https://uk.wikivoyage.org/wiki/%D0%A4%D1%80%D0%B0%D0%BD%D1%86%D1%96%D1%8F;https://fa.wikivoyage.org/wiki/%D9%81%D8%B1%D8%A7%D9%86%D8%B3%D9%87;https://bn.wikivoyage.org/wiki/%E0%A6%AB%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%B8;
Gabon;Q1000;;https://es.wikivoyage.org/wiki/Gab%C3%B3n;https://fr.wikivoyage.org/wiki/Gabon;https://de.wikivoyage.org/wiki/Gabun;https://it.wikivoyage.org/wiki/Gabon;https://en.wikivoyage.org/wiki/Gabon;https://pt.wikivoyage.org/wiki/Gab%C3%A3o;https://nl.wikivoyage.org/wiki/Gabon;https://ru.wikivoyage.org/wiki/%D0%93%D0%B0%D0%B1%D0%BE%D0%BD;https://ja.wikivoyage.org/wiki/%E3%82%AC%E3%83%9C%E3%83%B3;https://zh.wikivoyage.org/wiki/%E5%8A%A0%E8%93%AC;;https://pl.wikivoyage.org/wiki/Gabon;https://sv.wikivoyage.org/wiki/Gabon;https://he.wikivoyage.org/wiki/%D7%92%D7%91%D7%95%D7%9F;https://el.wikivoyage.org/wiki/%CE%93%CE%BA%CE%B1%CE%BC%CF%80%CF%8C%CE%BD;;;https://id.wikivoyage.org/wiki/Gabon;https://vi.wikivoyage.org/wiki/Gabon;;;https://cs.wikivoyage.org/wiki/Gabon;;;https://fi.wikivoyage.org/wiki/Gabon;;https://uk.wikivoyage.org/wiki/%D0%93%D0%B0%D0%B1%D0%BE%D0%BD;https://fa.wikivoyage.org/wiki/%DA%AF%D8%A7%D8%A8%D9%88%D9%86;https://bn.wikivoyage.org/wiki/%E0%A6%97%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AC%E0%A6%A8;
Gambia;Q1005;;https://es.wikivoyage.org/wiki/Gambia;https://fr.wikivoyage.org/wiki/Gambie;https://de.wikivoyage.org/wiki/Gambia;https://it.wikivoyage.org/wiki/Gambia;https://en.wikivoyage.org/wiki/Gambia;https://pt.wikivoyage.org/wiki/G%C3%A2mbia;https://nl.wikivoyage.org/wiki/Gambia;https://ru.wikivoyage.org/wiki/%D0%93%D0%B0%D0%BC%D0%B1%D0%B8%D1%8F;https://ja.wikivoyage.org/wiki/%E3%82%AC%E3%83%B3%E3%83%93%E3%82%A2;https://zh.wikivoyage.org/wiki/%E5%86%88%E6%AF%94%E4%BA%9A;;https://pl.wikivoyage.org/wiki/Gambia;https://sv.wikivoyage.org/wiki/Gambia;https://he.wikivoyage.org/wiki/%D7%92%D7%9E%D7%91%D7%99%D7%94;https://el.wikivoyage.org/wiki/%CE%93%CE%BA%CE%AC%CE%BC%CF%80%CE%B9%CE%B1;;;https://id.wikivoyage.org/wiki/Gambia;https://vi.wikivoyage.org/wiki/Gambia;;;https://cs.wikivoyage.org/wiki/Gambie;;;https://fi.wikivoyage.org/wiki/Gambia;;https://uk.wikivoyage.org/wiki/%D0%93%D0%B0%D0%BC%D0%B1%D1%96%D1%8F;https://fa.wikivoyage.org/wiki/%DA%AF%D8%A7%D9%85%D8%A8%DB%8C%D8%A7;https://bn.wikivoyage.org/wiki/%E0%A6%97%E0%A6%BE%E0%A6%AE%E0%A7%8D%E0%A6%AC%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE;
